Year,State,State Code,Deaths,Population
1996,Michigan,26,7610,8329822
1996,Minnesota,27,3387,4038759
1996,Mississippi,28,2241,2337889
1996,Missouri,29,5440,4667869
1996,Montana,30,897,765799
1996,Nebraska,31,1549,1436056
1996,Nevada,32,1400,1421667
1996,New Hampshire,33,843,1007470
1996,New Jersey,34,6145,6983737
1996,New Mexico,35,1242,1477234
1996,New York,36,14041,15908912
1996,North Carolina,37,6372,6468271
1996,North Dakota,38,601,563212
1996,Ohio,39,9824,9662410
1996,Oklahoma,40,3337,2867647
1996,Oregon,41,2935,2807333
1996,Pennsylvania,42,11995,10606416
1996,Rhode Island,44,833,883293
1996,South Carolina,45,3051,3251399
1996,South Dakota,46,655,635010
1996,Tennessee,47,4739,4676822
1996,Texas,48,12096,16241408
1996,Utah,49,1057,1701360
1996,Vermont,50,478,512690
1996,Virginia,51,4995,5813664
1996,Washington,53,4341,4772948
1996,West Virginia,54,2090,1605035
1996,Wisconsin,55,4355,4514453
1996,Wyoming,56,403,420550
1997,Alabama,1,3870,3759414
1997,Arizona,4,4148,4032766
1997,Arkansas,5,2697,2235680
1997,California,6,26216,27150032
1997,Colorado,8,2935,3452305
1997,Connecticut,9,2938,2881420
1997,Delaware,10,627,646907
1997,District of Columbia,11,431,493862
1997,Florida,12,14225,13231657
1997,Georgia,13,5555,6547346
1997,Hawaii,15,751,1036875
1997,Idaho,16,1009,1040915
1997,Illinois,17,9374,10373841
1997,Indiana,18,5211,5113953
1997,Iowa,19,2856,2507505
1997,Kansas,20,2625,2258169
1997,Kentucky,21,3836,3409979
1997,Louisiana,22,3111,3761741
1997,Maine,23,1290,1095155
1997,Maryland,24,3920,4406168
1997,Massachusetts,25,5979,5379257
1997,Michigan,26,7474,8377859
1997,Minnesota,27,3401,4086901
1997,Mississippi,28,2528,2361823
1997,Missouri,29,5604,4713810
1997,Montana,30,944,771586
1997,Nebraska,31,1572,1447467
1997,Nevada,32,1424,1506052
1997,New Hampshire,33,954,1022851
1997,New Jersey,34,6109,7052648
1997,New Mexico,35,1368,1497581
1997,New York,36,14180,15993337
1997,North Carolina,37,6594,6603253
1997,North Dakota,38,538,563827
1997,Ohio,39,10141,9691957
1997,Oklahoma,40,3491,2896562
1997,Oregon,41,2888,2857317
1997,Pennsylvania,42,11984,10624390
1997,Rhode Island,44,858,888031
1997,South Carolina,45,2978,3308313
1997,South Dakota,46,681,637304
1997,Tennessee,47,5189,4751128
1997,Texas,48,13149,16590647
1997,Utah,49,1154,1741471
1997,Vermont,50,562,518276
1997,Virginia,51,5388,5886406
1997,Washington,53,4567,4868863
1997,West Virginia,54,2269,1602096
1997,Wisconsin,55,4359,4552184
1997,Wyoming,56,451,422664
1998,Alabama,1,4140,3796519
1998,Arizona,4,4338,4151329
1998,Arkansas,5,2752,2257061
1998,California,6,28026,27686779
1998,Colorado,8,3272,3533683
1998,Connecticut,9,2992,2896588
1998,Delaware,10,686,657634
1998,District of Columbia,11,456,495178
1998,Florida,12,14541,13516227
1998,Georgia,13,5915,6699328
1998,Hawaii,15,793,1044313
1998,Idaho,16,1045,1060296
1998,Illinois,17,9994,10461856
1998,Indiana,18,5438,5147054
1998,Iowa,19,3198,2516921
1998,Kansas,20,2546,2279226
1998,Kentucky,21,4043,3442284
1998,Louisiana,22,3179,3782359
1998,Maine,23,1410,1101285
1998,Maryland,24,4010,4451277
1998,Massachusetts,25,6500,5426977
1998,Michigan,26,8065,8418468
1998,Minnesota,27,3705,4131805
1998,Mississippi,28,2615,2387277
1998,Missouri,29,5926,4749282
1998,Montana,30,994,774654
1998,Nebraska,31,1628,1455750
1998,Nevada,32,1537,1580075
1998,New Hampshire,33,1008,1039051
1998,New Jersey,34,6076,7121942
1998,New Mexico,35,1408,1517607
1998,New York,36,14905,16127351
1998,North Carolina,37,7023,6737712
1998,North Dakota,38,614,562787
1998,Ohio,39,10751,9727981
1998,Oklahoma,40,3559,2923765
1998,Oregon,41,3023,2899941
1998,Pennsylvania,42,12419,10654556
1998,Rhode Island,44,947,895472
1998,South Carolina,45,3219,3366168
1998,South Dakota,46,671,639605
1998,Tennessee,47,5662,4813415
1998,Texas,48,13185,16946811
1998,Utah,49,1170,1776514
1998,Vermont,50,559,523288
1998,Virginia,51,5539,5949626
1998,Washington,53,4714,4953400
1998,West Virginia,54,2246,1599248
1998,Wisconsin,55,4596,4582318
1998,Wyoming,56,443,424435
1999,Alabama,1,4326,3819452
1999,Arizona,4,4453,4267264
1999,Arkansas,5,2558,2282606
1999,California,6,20067,28238169
1999,Colorado,8,3226,3629890
1999,Connecticut,9,2995,2918199
1999,Delaware,10,626,668153
1999,District of Columbia,11,371,500719
1999,Florida,12,15147,13780545
1999,Georgia,13,6121,6853980
1999,Hawaii,15,712,1043564
1999,Idaho,16,1030,1079759
1999,Illinois,17,10179,10547092
1999,Indiana,18,5346,5183649
1999,Iowa,19,3211,2528466
1999,Kansas,20,2526,2294969
1999,Kentucky,21,4289,3473274
1999,Louisiana,22,3233,3804013
1999,Maine,23,1274,1111672
1999,Maryland,24,3888,4505483
1999,Massachusetts,25,6183,5482124
1999,Michigan,26,8051,8472541
1999,Minnesota,27,3696,4189664
1999,Mississippi,28,2539,2407741
1999,Missouri,29,5744,4791492
1999,Montana,30,971,780200
1999,Nebraska,31,1747,1464306
1999,Nevada,32,1567,1648592
1999,New Hampshire,33,944,1056828
1999,New Jersey,34,6437,7192280
1999,New Mexico,35,1458,1533775
1999,New York,36,14601,16273225
1999,North Carolina,37,6794,6861140
1999,North Dakota,38,544,560835
1999,Ohio,39,10397,9757706
1999,Oklahoma,40,3372,2955762
1999,Oregon,41,2888,2938147
1999,Pennsylvania,42,12164,10693148
1999,Rhode Island,44,938,903506
1999,South Carolina,45,3316,3423503
1999,South Dakota,46,677,644422
1999,Tennessee,47,5295,4873586
1999,Texas,48,13442,17300741
1999,Utah,49,1175,1806208
1999,Vermont,50,529,528827
1999,Virginia,51,5517,6045720
1999,Washington,53,4704,5022582
1999,West Virginia,54,2227,1597261
1999,Wisconsin,55,4460,4613712
1999,Wyoming,56,535,426010
2000,Alabama,1,4068,3834992
2000,Arizona,4,4348,4358211
2000,Arkansas,5,2758,2303325
2000,California,6,23885,28658545
2000,Colorado,8,2937,3694304
2000,Connecticut,9,3155,2938043
2000,Delaware,10,720,676241
2000,District of Columbia,11,362,504138
2000,Florida,12,14744,14004075
2000,Georgia,13,6270,6973473
2000,Hawaii,15,706,1048348
2000,Idaho,16,1030,1094854
2000,Illinois,17,9562,10611426
2000,Indiana,18,5395,5212825
2000,Iowa,19,3023,2533736
2000,Kansas,20,2634,2302551
2000,Kentucky,21,4099,3494566
2000,Louisiana,22,3323,3813816
2000,Maine,23,1341,1120920
2000,Maryland,24,3858,4551567
2000,Massachusetts,25,6646,5520887
2000,Michigan,26,7759,8520055
2000,Minnesota,27,3332,4232785
2000,Mississippi,28,2537,2421983
2000,Missouri,29,5479,4824637
2000,Montana,30,855,784472
2000,Nebraska,31,1536,1469362
2000,Nevada,32,1528,1702807
2000,New Hampshire,33,915,1071433
2000,New Jersey,34,6373,7245998
2000,New Mexico,35,1286,1546658
2000,New York,36,13956,16384455
2000,North Carolina,37,7104,6946145
2000,North Dakota,38,556,559077
2000,Ohio,39,10411,9780546
2000,Oklahoma,40,3464,2968824
2000,Oregon,41,2754,2963561
2000,Pennsylvania,42,12314,10724220
2000,Rhode Island,44,1013,912495
2000,South Carolina,45,3108,3461563
2000,South Dakota,46,710,648223
2000,Tennessee,47,5474,4917174
2000,Texas,48,13623,17568751
2000,Utah,49,1131,1830361
2000,Vermont,50,529,533537
2000,Virginia,51,5571,6119461
2000,Washington,53,4521,5073602
2000,West Virginia,54,2302,1594490
2000,Wisconsin,55,4334,4640725
2000,Wyoming,56,469,428390
2001,Alabama,1,4217,3863484
2001,Arizona,4,4375,4491134
2001,Arkansas,5,2606,2325347
2001,California,6,23964,29319026
2001,Colorado,8,3069,3808239
2001,Connecticut,9,3121,2972589
2001,Delaware,10,638,689425
2001,District of Columbia,11,310,508278
2001,Florida,12,15099,14370508
2001,Georgia,13,5968,7150833
2001,Hawaii,15,727,1065760
2001,Idaho,16,1016,1119557
2001,Illinois,17,9322,10702790
2001,Indiana,18,5384,5264631
2001,Iowa,19,2959,2545876
2001,Kansas,20,2465,2320684
2001,Kentucky,21,4192,3526521
2001,Louisiana,22,3413,3835627
2001,Maine,23,1326,1134567
2001,Maryland,24,3667,4637992
2001,Massachusetts,25,6118,5581513
2001,Michigan,26,7627,8597455
2001,Minnesota,27,3446,4299312
2001,Mississippi,28,2585,2437637
2001,Missouri,29,5499,4880088
2001,Montana,30,949,792471
2001,Nebraska,31,1492,1481196
2001,Nevada,32,1726,1794136
2001,New Hampshire,33,1000,1092880
2001,New Jersey,34,6168,7334443
2001,New Mexico,35,1417,1565633
2001,New York,36,14051,16545912
2001,North Carolina,37,6837,7098841
2001,North Dakota,38,560,559440
2001,Ohio,39,10239,9838826
2001,Oklahoma,40,3419,2991686
2001,Oregon,41,2803,3013112
2001,Pennsylvania,42,11613,10774944
2001,Rhode Island,44,983,923618
2001,South Carolina,45,3290,3518800
2001,South Dakota,46,646,653469
2001,Tennessee,47,5504,4982782
2001,Texas,48,13862,18004267
2001,Utah,49,1197,1875222
2001,Vermont,50,540,539133
2001,Virginia,51,5638,6243993
2001,Washington,53,4560,5172187
2001,West Virginia,54,2234,1593202
2001,Wisconsin,55,4380,4692104
2001,Wyoming,56,456,430980
2002,Alabama,1,4454,3881411
2002,Arizona,4,4544,4602380
2002,Arkansas,5,2755,2340380
2002,California,6,23535,29771946
2002,Colorado,8,3184,3868491
2002,Connecticut,9,3096,3003361
2002,Delaware,10,668,700365
2002,District of Columbia,11,288,508581
2002,Florida,12,15024,14684965
2002,Georgia,13,6325,7268872
2002,Hawaii,15,801,1080599
2002,Idaho,16,1049,1137742
2002,Illinois,17,9710,10757530
2002,Indiana,18,5529,5296930
2002,Iowa,19,3032,2551871
2002,Kansas,20,2563,2332659
2002,Kentucky,21,4451,3550280
2002,Louisiana,22,3296,3859947
2002,Maine,23,1362,1146906
2002,Maryland,24,3859,4708332
2002,Massachusetts,25,6278,5612247
2002,Michigan,26,7831,8644122
2002,Minnesota,27,3503,4339522
2002,Mississippi,28,2677,2447723
2002,Missouri,29,5482,4918731
2002,Montana,30,1007,798531
2002,Nebraska,31,1668,1489649
2002,Nevada,32,1820,1862579
2002,New Hampshire,33,1008,1107938
2002,New Jersey,34,6195,7399875
2002,New Mexico,35,1461,1590440
2002,New York,36,14457,16644837
2002,North Carolina,37,7125,7207136
2002,North Dakota,38,596,560043
2002,Ohio,39,10485,9879551
2002,Oklahoma,40,3463,3013629
2002,Oregon,41,2992,3059483
2002,Pennsylvania,42,12010,10828451
2002,Rhode Island,44,989,933897
2002,South Carolina,45,3509,3562547
2002,South Dakota,46,724,656504
2002,Tennessee,47,5710,5029003
2002,Texas,48,13894,18340249
2002,Utah,49,1283,1909464
2002,Vermont,50,494,543969
2002,Virginia,51,5587,6330703
2002,Washington,53,4538,5245093
2002,West Virginia,54,2132,1598672
2002,Wisconsin,55,4363,4734506
2002,Wyoming,56,518,435988
2003,Alabama,1,4482,3909139
2003,Arizona,4,4493,4704405
2003,Arkansas,5,2928,2358180
2003,California,6,24428,30186910
2003,Colorado,8,3296,3903679
2003,Connecticut,9,3073,3032847
2003,Delaware,10,609,712416
2003,District of Columbia,11,299,506909
2003,Florida,12,14869,14983537
2003,Georgia,13,6387,7372365
2003,Hawaii,15,780,1092866
2003,Idaho,16,1082,1157957
2003,Illinois,17,9592,10805529
2003,Indiana,18,5739,5338877
2003,Iowa,19,3253,2560536
2003,Kansas,20,2624,2341585
2003,Kentucky,21,4229,3576258
2003,Louisiana,22,3370,3886575
2003,Maine,23,1380,1158526
2003,Maryland,24,3986,4767046
2003,Massachusetts,25,6175,5630576
2003,Michigan,26,7818,8686925
2003,Minnesota,27,3278,4375742
2003,Mississippi,28,2715,2460862
2003,Missouri,29,5536,4956518
2003,Montana,30,1008,806569
2003,Nebraska,31,1638,1498664
2003,Nevada,32,1871,1931170
2003,New Hampshire,33,886,1120797
2003,New Jersey,34,6055,7452861
2003,New Mexico,35,1510,1614058
2003,New York,36,14126,16725534
2003,North Carolina,37,7496,7294936
2003,North Dakota,38,605,561417
2003,Ohio,39,10232,9921497
2003,Oklahoma,40,3671,3028435
2003,Oregon,41,2918,3094416
2003,Pennsylvania,42,12114,10888086
2003,Rhode Island,44,940,940537
2003,South Carolina,45,3612,3605509
2003,South Dakota,46,706,660285
2003,Tennessee,47,5838,5077537
2003,Texas,48,13635,18641616
2003,Utah,49,1273,1936918
2003,Vermont,50,495,547521
2003,Virginia,51,5835,6408582
2003,Washington,53,4629,5301914
2003,West Virginia,54,2259,1605763
2003,Wisconsin,55,4241,4771933
2003,Wyoming,56,482,439257
2004,Alabama,1,4259,3937205
2004,Arizona,4,4210,4829128
2004,Arkansas,5,2658,2379314
2004,California,6,22852,30546727
2004,Colorado,8,3135,3947142
2004,Connecticut,9,3040,3049555
2004,Delaware,10,636,724601
2004,District of Columbia,11,340,508163
2004,Florida,12,14826,15362095
2004,Georgia,13,6043,7503035
2004,Hawaii,15,767,1114022
2004,Idaho,16,979,1181803
2004,Illinois,17,9406,10855802
2004,Indiana,18,5428,5374159
2004,Iowa,19,2965,2571883
2004,Kansas,20,2364,2352457
2004,Kentucky,21,4036,3604819
2004,Louisiana,22,3243,3918660
2004,Maine,23,1342,1166080
2004,Maryland,24,3830,4818438
2004,Massachusetts,25,5993,5633023
2004,Michigan,26,7724,8715503
2004,Minnesota,27,3264,4407671
2004,Mississippi,28,2512,2480512
2004,Missouri,29,5135,4994348
2004,Montana,30,916,816233
2004,Nebraska,31,1496,1506974
2004,Nevada,32,1826,2017489
2004,New Hampshire,33,1056,1132774
2004,New Jersey,34,5889,7491282
2004,New Mexico,35,1312,1639199
2004,New York,36,14353,16761597
2004,North Carolina,37,7005,7414695
2004,North Dakota,38,511,567197
2004,Ohio,39,10141,9949167
2004,Oklahoma,40,3374,3047758
2004,Oregon,41,2851,3118471
2004,Pennsylvania,42,12065,10933642
2004,Rhode Island,44,891,945590
2004,South Carolina,45,3338,3663134
2004,South Dakota,46,674,666111
2004,Tennessee,47,5530,5136190
2004,Texas,48,13338,18961116
2004,Utah,49,1222,1967465
2004,Vermont,50,476,550528
2004,Virginia,51,5487,6506485
2004,Washington,53,4144,5372322
2004,West Virginia,54,2164,1609321
2004,Wisconsin,55,4261,4806801
2004,Wyoming,56,492,444487
2005,Alabama,1,4365,3974914
2005,Arizona,4,4863,4990078
2005,Arkansas,5,2926,2405240
2005,California,6,23618,30845415
2005,Colorado,8,3208,3996157
2005,Connecticut,9,3191,3066938
2005,Delaware,10,712,737879
2005,District of Columbia,11,303,509081
2005,Florida,12,14855,15747561
2005,Georgia,13,6410,7634815
2005,Hawaii,15,801,1132986
2005,Idaho,16,1223,1211131
2005,Illinois,17,10081,10894679
2005,Indiana,18,5955,5416357
2005,Iowa,19,3154,2581791
2005,Kansas,20,2746,2362486
2005,Kentucky,21,4395,3638965
2005,Louisiana,22,3688,3943042
2005,Maine,23,1461,1171869
2005,Maryland,24,3953,4866648
2005,Massachusetts,25,5951,5637477
2005,Michigan,26,7876,8729443
2005,Minnesota,27,3444,4437343
2005,Mississippi,28,2673,2497218
2005,Missouri,29,5583,5033763
2005,Montana,30,954,825540
2005,Nebraska,31,1644,1517205
2005,Nevada,32,1992,2092984
2005,New Hampshire,33,1087,1142702
2005,New Jersey,34,6103,7520463
2005,New Mexico,35,1486,1665072
2005,New York,36,14429,16771102
2005,North Carolina,37,7598,7546914
2005,North Dakota,38,560,568453
2005,Ohio,39,11126,9971561
2005,Oklahoma,40,3938,3066084
2005,Oregon,41,2948,3160036
2005,Pennsylvania,42,12241,10981711
2005,Rhode Island,44,954,942162
2005,South Carolina,45,3488,3717077
2005,South Dakota,46,803,670030
2005,Tennessee,47,5780,5208616
2005,Texas,48,14322,19293001
2005,Utah,49,1181,2012236
2005,Vermont,50,584,552914
2005,Virginia,51,5787,6600456
2005,Washington,53,4575,5448749
2005,West Virginia,54,2295,1613459
2005,Wisconsin,55,4516,4839337
2005,Wyoming,56,482,448416
2006,Alabama,1,4104,4028178
2006,Arizona,4,4695,5152356
2006,Arkansas,5,2746,2439974
2006,California,6,23167,31073407
2006,Colorado,8,3195,4071963
2006,Connecticut,9,2967,3082398
2006,Delaware,10,632,750976
2006,District of Columbia,11,262,513356
2006,Florida,12,13974,16037900
2006,Georgia,13,6351,7832947
2006,Hawaii,15,807,1149165
2006,Idaho,16,1062,1244106
2006,Illinois,17,9485,10942193
2006,Indiana,18,5608,5465613
2006,Iowa,19,3005,2595518
2006,Kansas,20,2604,2378391
2006,Kentucky,21,4182,3670738
2006,Louisiana,22,3211,3725787
2006,Maine,23,1342,1177263
2006,Maryland,24,3728,4903552
2006,Massachusetts,25,5586,5652624
2006,Michigan,26,7614,8730763
2006,Minnesota,27,3065,4476057
2006,Mississippi,28,2558,2498878
2006,Missouri,29,5286,5080299
2006,Montana,30,943,836470
2006,Nebraska,31,1537,1525766
2006,Nevada,32,1811,2171288
2006,New Hampshire,33,1010,1153553
2006,New Jersey,34,5481,7544316
2006,New Mexico,35,1500,1691725
2006,New York,36,13236,16779069
2006,North Carolina,37,7293,7729851
2006,North Dakota,38,521,571365
2006,Ohio,39,10054,9998197
2006,Oklahoma,40,3598,3102900
2006,Oregon,41,2905,3212096
2006,Pennsylvania,42,11215,11043264
2006,Rhode Island,44,957,940044
2006,South Carolina,45,3425,3794476
2006,South Dakota,46,668,676157
2006,Tennessee,47,5519,5294338
2006,Texas,48,13859,19778521
2006,Utah,49,1196,2064033
2006,Vermont,50,488,555305
2006,Virginia,51,5433,6688600
2006,Washington,53,4438,5550147
2006,West Virginia,54,2223,1620596
2006,Wisconsin,55,4191,4867083
2006,Wyoming,56,554,454981
2007,Alabama,1,4405,4066527
2007,Arizona,4,4275,5270003
2007,Arkansas,5,2908,2462465
2007,California,6,22153,31306272
2007,Colorado,8,3239,4141059
2007,Connecticut,9,2924,3096288
2007,Delaware,10,629,761602
2007,District of Columbia,11,277,517439
2007,Florida,12,14164,16224211
2007,Georgia,13,6318,7992114
2007,Hawaii,15,778,1153110
2007,Idaho,16,1092,1272963
2007,Illinois,17,9278,10995343
2007,Indiana,18,5439,5505793
2007,Iowa,19,3006,2607354
2007,Kansas,20,2638,2392194
2007,Kentucky,21,4417,3702098
2007,Louisiana,22,3272,3780655
2007,Maine,23,1266,1180628
2007,Maryland,24,3722,4929567
2007,Massachusetts,25,5130,5677879
2007,Michigan,26,7679,8713105
2007,Minnesota,27,3068,4511233
2007,Mississippi,28,2518,2515605
2007,Missouri,29,5480,5117347
2007,Montana,30,984,846409
2007,Nebraska,31,1579,1533556
2007,Nevada,32,1751,2238159
2007,New Hampshire,33,1006,1159878
2007,New Jersey,34,5733,7568221
2007,New Mexico,35,1483,1714224
2007,New York,36,13173,16820431
2007,North Carolina,37,7549,7894162
2007,North Dakota,38,500,573495
2007,Ohio,39,10222,10017408
2007,Oklahoma,40,3758,3133377
2007,Oregon,41,2945,3257991
2007,Pennsylvania,42,11515,11091001
2007,Rhode Island,44,848,935956
2007,South Carolina,45,3515,3866512
2007,South Dakota,46,745,682292
2007,Tennessee,47,5719,5370016
2007,Texas,48,14324,20170892
2007,Utah,49,1202,2118406
2007,Vermont,50,477,556102
2007,Virginia,51,5397,6756053
2007,Washington,53,4438,5627751
2007,West Virginia,54,2207,1625444
2007,Wisconsin,55,4298,4894058
2007,Wyoming,56,487,463935
2008,Alabama,1,4577,4106682
2008,Arizona,4,4741,5366380
2008,Arkansas,5,3280,2484617
2008,California,6,23223,31619836
2008,Colorado,8,3509,4213759
2008,Connecticut,9,2904,3116659
2008,Delaware,10,737,772358
2008,District of Columbia,11,290,522814
2008,Florida,12,15191,16375948
2008,Georgia,13,6665,8127036
2008,Hawaii,15,826,1166685
2008,Idaho,16,1109,1295735
2008,Illinois,17,10324,11047833
2008,Indiana,18,6396,5545734
2008,Iowa,19,3251,2619711
2008,Kansas,20,2870,2410276
2008,Kentucky,21,4761,3728381
2008,Louisiana,22,3590,3826914
2008,Maine,23,1349,1184343
2008,Maryland,24,3808,4958779
2008,Massachusetts,25,5479,5715710
2008,Michigan,26,8482,8680714
2008,Minnesota,27,3604,4544508
2008,Mississippi,28,2729,2531291
2008,Missouri,29,6245,5148997
2008,Montana,30,1028,855732
2008,Nebraska,31,1709,1542274
2008,Nevada,32,2024,2283847
2008,New Hampshire,33,1092,1164973
2008,New Jersey,34,6152,7604226
2008,New Mexico,35,1621,1730128
2008,New York,36,13671,16898232
2008,North Carolina,37,7960,8059208
2008,North Dakota,38,617,576812
2008,Ohio,39,11134,10035925
2008,Oklahoma,40,4200,3161107
2008,Oregon,41,3019,3298178
2008,Pennsylvania,42,12493,11133262
2008,Rhode Island,44,935,934948
2008,South Carolina,45,3791,3938880
2008,South Dakota,46,806,687736
2008,Tennessee,47,6146,5430299
2008,Texas,48,15619,20567593
2008,Utah,49,1230,2168444
2008,Vermont,50,501,556874
2008,Virginia,51,5814,6828876
2008,Washington,53,4686,5715031
2008,West Virginia,54,2551,1629917
2008,Wisconsin,55,4533,4918437
2008,Wyoming,56,520,472494
2009,Alabama,1,4687,4144662
2009,Arizona,4,4730,5432742
2009,Arkansas,5,3040,2503755
2009,California,6,22523,31951041
2009,Colorado,8,3376,4285641
2009,Connecticut,9,2911,3135706
2009,Delaware,10,712,779387
2009,District of Columbia,11,271,533416
2009,Florida,12,15351,16504896
2009,Georgia,13,6905,8239677
2009,Hawaii,15,860,1177618
2009,Idaho,16,1163,1313024
2009,Illinois,17,9754,11099143
2009,Indiana,18,6058,5579798
2009,Iowa,19,3100,2632302
2009,Kansas,20,2635,2429293
2009,Kentucky,21,4747,3753904
2009,Louisiana,22,3514,3875016
2009,Maine,23,1388,1184975
2009,Maryland,24,3782,5002074
2009,Massachusetts,25,5135,5764165
2009,Michigan,26,8117,8655742
2009,Minnesota,27,3266,4573123
2009,Mississippi,28,2709,2541079
2009,Missouri,29,5769,5183156
2009,Montana,30,940,861893
2009,Nebraska,31,1574,1555023
2009,Nevada,32,2064,2312972
2009,New Hampshire,33,1051,1167345
2009,New Jersey,34,5919,7648854
2009,New Mexico,35,1583,1751013
2009,New York,36,13516,16988008
2009,North Carolina,37,7746,8185203
2009,North Dakota,38,609,582094
2009,Ohio,39,10786,10053911
2009,Oklahoma,40,3973,3199974
2009,Oregon,41,3021,3334992
2009,Pennsylvania,42,11890,11183847
2009,Rhode Island,44,889,935116
2009,South Carolina,45,3890,3992962
2009,South Dakota,46,691,693735
2009,Tennessee,47,5989,5487172
2009,Texas,48,15186,20983913
2009,Utah,49,1230,2216689
2009,Vermont,50,491,558049
2009,Virginia,51,5722,6912472
2009,Washington,53,4643,5805103
2009,West Virginia,54,2416,1637040
2009,Wisconsin,55,4321,4942864
2009,Wyoming,56,536,483230
2010,Alabama,1,4834,4166550
2010,Arizona,4,4477,5482622
2010,Arkansas,5,2946,2521352
2010,California,6,22250,32216784
2010,Colorado,8,3428,4336633
2010,Connecticut,9,2580,3149420
2010,Delaware,10,710,785562
2010,District of Columbia,11,297,542963
2010,Florida,12,15495,16647549
2010,Georgia,13,7108,8305707
2010,Hawaii,15,839,1189533
2010,Idaho,16,1160,1324615
2010,Illinois,17,9538,11135650
2010,Indiana,18,6223,5604906
2010,Iowa,19,2795,2643586
2010,Kansas,20,2631,2445179
2010,Kentucky,21,4623,3774112
2010,Louisiana,22,3612,3912750
2010,Maine,23,1315,1184725
2010,Maryland,24,3709,5042196
2010,Massachusetts,25,4911,5794855
2010,Michigan,26,8119,8649570
2010,Minnesota,27,3370,4592885
2010,Mississippi,28,2843,2550669
2010,Missouri,29,5874,5208227
2010,Montana,30,974,866227
2010,Nebraska,31,1595,1565505
2010,Nevada,32,1937,2329996
2010,New Hampshire,33,1023,1168908
2010,New Jersey,34,5799,7686124
2010,New Mexico,35,1603,1770890
2010,New York,36,13797,17058325
2010,North Carolina,37,7869,8267498
2010,North Dakota,38,623,587920
2010,Ohio,39,10813,10067759
2010,Oklahoma,40,4078,3227889
2010,Oregon,41,2945,3356304
2010,Pennsylvania,42,11376,11219206
2010,Rhode Island,44,911,934679
2010,South Carolina,45,3894,4027214
2010,South Dakota,46,728,699028
2010,Tennessee,47,6042,5526111
2010,Texas,48,15458,21288854
2010,Utah,49,1339,2250389
2010,Vermont,50,487,559135
2010,Virginia,51,5573,6979550
2010,Washington,53,4323,5855006
2010,West Virginia,54,2430,1642918
2010,Wisconsin,55,4268,4959926
2010,Wyoming,56,557,486210
2011,Alabama,1,4923,4191974
2011,Arizona,4,4648,5573203
2011,Arkansas,5,3274,2545963
2011,California,6,23211,32628856
2011,Colorado,8,3442,4425273
2011,Connecticut,9,2994,3172265
2011,Delaware,10,757,795640
2011,District of Columbia,11,310,557648
2011,Florida,12,15683,16941111
2011,Georgia,13,6894,8437360
2011,Hawaii,15,910,1204168
2011,Idaho,16,1278,1343295
2011,Illinois,17,10015,11184836
2011,Indiana,18,6388,5645589
2011,Iowa,19,3073,2663912
2011,Kansas,20,2784,2462148
2011,Kentucky,21,4966,3805562
2011,Louisiana,22,3562,3954864
2011,Maine,23,1435,1187184
2011,Maryland,24,3864,5109332
2011,Massachusetts,25,5407,5861980
2011,Michigan,26,8560,8665761
2011,Minnesota,27,3693,4638122
2011,Mississippi,28,2910,2565998
2011,Missouri,29,5869,5235307
2011,Montana,30,1010,874392
2011,Nebraska,31,1746,1580381
2011,Nevada,32,2032,2352530
2011,New Hampshire,33,1094,1174151
2011,New Jersey,34,6221,7740504
2011,New Mexico,35,1655,1789896
2011,New York,36,14397,17192228
2011,North Carolina,37,8283,8388770
2011,North Dakota,38,610,597795
2011,Ohio,39,11648,10098029
2011,Oklahoma,40,4100,3259289
2011,Oregon,41,3008,3394883
2011,Pennsylvania,42,12514,11269310
2011,Rhode Island,44,939,936009
2011,South Carolina,45,4072,4077235
2011,South Dakota,46,791,707499
2011,Tennessee,47,6369,5581931
2011,Texas,48,15550,21761063
2011,Utah,49,1348,2299948
2011,Vermont,50,521,560999
2011,Virginia,51,6017,7082978
2011,Washington,53,4972,5944507
2011,West Virginia,54,2496,1645742
2011,Wisconsin,55,4598,4989027
2011,Wyoming,56,536,489913
2012,Alabama,1,5046,4211287
2012,Arizona,4,4645,5656681
2012,Arkansas,5,3171,2556807
2012,California,6,22605,32955562
2012,Colorado,8,3446,4497349
2012,Connecticut,9,2845,3181632
2012,Delaware,10,691,804237
2012,District of Columbia,11,268,568501
2012,Florida,12,15977,17171247
2012,Georgia,13,7043,8543597
2012,Hawaii,15,952,1215540
2012,Idaho,16,1208,1356954
2012,Illinois,17,9889,11210978
2012,Indiana,18,6358,5671600
2012,Iowa,19,3090,2675211
2012,Kansas,20,2788,2477519
2012,Kentucky,21,4934,3822335
2012,Louisiana,22,3740,3981675
2012,Maine,23,1330,1189327
2012,Maryland,24,3737,5152540
2012,Massachusetts,25,5141,5910041
2012,Michigan,26,8426,8689108
2012,Minnesota,27,3516,4669688
2012,Mississippi,28,2882,2575117
2012,Missouri,29,6116,5253518
2012,Montana,30,961,881333
2012,Nebraska,31,1693,1592690
2012,Nevada,32,2200,2388233
2012,New Hampshire,33,1087,1179872
2012,New Jersey,34,6353,7777532
2012,New Mexico,35,1547,1798728
2012,New York,36,14045,17274356
2012,North Carolina,37,8566,8488117
2012,North Dakota,38,597,610336
2012,Ohio,39,11612,10115760
2012,Oklahoma,40,3755,3287360
2012,Oregon,41,2808,3426990
2012,Pennsylvania,42,11743,11301536
2012,Rhode Island,44,841,937769
