"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1981"	"1981"	"Montana"	"30"	525	669118	78.5
	"1981"	"1981"	"Nebraska"	"31"	1045	1337405	78.1
	"1981"	"1981"	"Nevada"	"32"	416	729066	57.1
	"1981"	"1981"	"New Hampshire"	"33"	535	807647	66.2
	"1981"	"1981"	"New Jersey"	"34"	3794	6463617	58.7
	"1981"	"1981"	"New Mexico"	"35"	691	1103905	62.6
	"1981"	"1981"	"New York"	"36"	10328	15301382	67.5
	"1981"	"1981"	"North Carolina"	"37"	3129	5123169	61.1
	"1981"	"1981"	"North Dakota"	"38"	369	554011	66.6
	"1981"	"1981"	"Ohio"	"39"	5901	9214357	64.0
	"1981"	"1981"	"Oklahoma"	"40"	1845	2626229	70.3
	"1981"	"1981"	"Oregon"	"41"	1627	2275634	71.5
	"1981"	"1981"	"Pennsylvania"	"42"	7689	10338995	74.4
	"1981"	"1981"	"Rhode Island"	"44"	560	837005	66.9
	"1981"	"1981"	"South Carolina"	"45"	1514	2691876	56.2
	"1981"	"1981"	"South Dakota"	"46"	485	578552	83.8
	"1981"	"1981"	"Tennessee"	"47"	2784	3960909	70.3
	"1981"	"1981"	"Texas"	"48"	6655	12343483	53.9
	"1981"	"1981"	"Utah"	"49"	555	1160731	47.8
	"1981"	"1981"	"Vermont"	"50"	338	442474	76.4
	"1981"	"1981"	"Virginia"	"51"	2972	4706131	63.2
	"1981"	"1981"	"Washington"	"53"	2445	3622570	67.5
	"1981"	"1981"	"West Virginia"	"54"	1450	1662041	87.2
	"1981"	"1981"	"Wisconsin"	"55"	2473	4040660	61.2
	"1981"	"1981"	"Wyoming"	"56"	240	402281	59.7
"Total"	"1981"	"1981"			129099	196512502	65.7
	"1982"	"1982"	"Alabama"	"01"	1956	3334224	58.7
	"1982"	"1982"	"Alaska"	"02"	98	367300	26.7
	"1982"	"1982"	"Arizona"	"04"	1866	2452412	76.1
	"1982"	"1982"	"Arkansas"	"05"	1379	1948673	70.8
	"1982"	"1982"	"California"	"06"	13537	21277712	63.6
	"1982"	"1982"	"Colorado"	"08"	1809	2609502	69.3
	"1982"	"1982"	"Connecticut"	"09"	1666	2761313	60.3
	"1982"	"1982"	"Delaware"	"10"	288	516345	55.8
	"1982"	"1982"	"District of Columbia"	"11"	364	566702	64.2
	"1982"	"1982"	"Florida"	"12"	6418	9225425	69.6
	"1982"	"1982"	"Georgia"	"13"	2847	4791260	59.4
	"1982"	"1982"	"Hawaii"	"15"	398	840060	47.4
	"1982"	"1982"	"Idaho"	"16"	566	790288	71.6
	"1982"	"1982"	"Illinois"	"17"	5809	9749917	59.6
	"1982"	"1982"	"Indiana"	"18"	2814	4644006	60.6
	"1982"	"1982"	"Iowa"	"19"	1917	2460061	77.9
	"1982"	"1982"	"Kansas"	"20"	1548	2040968	75.8
	"1982"	"1982"	"Kentucky"	"21"	2309	3123777	73.9
	"1982"	"1982"	"Louisiana"	"22"	1794	3624269	49.5
	"1982"	"1982"	"Maine"	"23"	707	976885	72.4
	"1982"	"1982"	"Maryland"	"24"	1977	3725463	53.1
	"1982"	"1982"	"Massachusetts"	"25"	3663	5084768	72.0
	"1982"	"1982"	"Michigan"	"26"	4589	7762642	59.1
	"1982"	"1982"	"Minnesota"	"27"	2303	3518210	65.5
	"1982"	"1982"	"Mississippi"	"28"	1255	2125382	59.0
	"1982"	"1982"	"Missouri"	"29"	3156	4222784	74.7
	"1982"	"1982"	"Montana"	"30"	524	675041	77.6
	"1982"	"1982"	"Nebraska"	"31"	1068	1338588	79.8
	"1982"	"1982"	"Nevada"	"32"	457	756845	60.4
	"1982"	"1982"	"New Hampshire"	"33"	532	817720	65.1
	"1982"	"1982"	"New Jersey"	"34"	3754	6497743	57.8
	"1982"	"1982"	"New Mexico"	"35"	718	1129387	63.6
	"1982"	"1982"	"New York"	"36"	9863	15327851	64.3
	"1982"	"1982"	"North Carolina"	"37"	3013	5189462	58.1
	"1982"	"1982"	"North Dakota"	"38"	333	560998	59.4
	"1982"	"1982"	"Ohio"	"39"	5614	9197590	61.0
	"1982"	"1982"	"Oklahoma"	"40"	1906	2720828	70.1
	"1982"	"1982"	"Oregon"	"41"	1671	2271865	73.6
	"1982"	"1982"	"Pennsylvania"	"42"	7258	10335387	70.2
	"1982"	"1982"	"Rhode Island"	"44"	493	838366	58.8
	"1982"	"1982"	"South Carolina"	"45"	1475	2721508	54.2
	"1982"	"1982"	"South Dakota"	"46"	487	578120	84.2
	"1982"	"1982"	"Tennessee"	"47"	2555	3984842	64.1
	"1982"	"1982"	"Texas"	"48"	6762	12833475	52.7
	"1982"	"1982"	"Utah"	"49"	583	1191661	48.9
	"1982"	"1982"	"Vermont"	"50"	331	445645	74.3
	"1982"	"1982"	"Virginia"	"51"	2760	4753364	58.1
	"1982"	"1982"	"Washington"	"53"	2509	3654063	68.7
	"1982"	"1982"	"West Virginia"	"54"	1343	1662682	80.8
	"1982"	"1982"	"Wisconsin"	"55"	2386	4041251	59.0
	"1982"	"1982"	"Wyoming"	"56"	253	413748	61.1
"Total"	"1982"	"1982"			125681	198478378	63.3
	"1983"	"1983"	"Alabama"	"01"	2163	3347733	64.6
	"1983"	"1983"	"Alaska"	"02"	104	398027	26.1
	"1983"	"1983"	"Arizona"	"04"	1920	2519688	76.2
	"1983"	"1983"	"Arkansas"	"05"	1524	1961675	77.7
	"1983"	"1983"	"California"	"06"	14544	21682965	67.1
	"1983"	"1983"	"Colorado"	"08"	1907	2664022	71.6
	"1983"	"1983"	"Connecticut"	"09"	1897	2779547	68.2
	"1983"	"1983"	"Delaware"	"10"	299	520736	57.4
	"1983"	"1983"	"District of Columbia"	"11"	409	565643	72.3
	"1983"	"1983"	"Florida"	"12"	7524	9471778	79.4
	"1983"	"1983"	"Georgia"	"13"	3127	4864812	64.3
	"1983"	"1983"	"Hawaii"	"15"	427	855243	49.9
	"1983"	"1983"	"Idaho"	"16"	647	796571	81.2
	"1983"	"1983"	"Illinois"	"17"	6645	9730526	68.3
	"1983"	"1983"	"Indiana"	"18"	3275	4634187	70.7
	"1983"	"1983"	"Iowa"	"19"	2180	2442505	89.3
	"1983"	"1983"	"Kansas"	"20"	1759	2049148	85.8
	"1983"	"1983"	"Kentucky"	"21"	2704	3138165	86.2
	"1983"	"1983"	"Louisiana"	"22"	2062	3655022	56.4
	"1983"	"1983"	"Maine"	"23"	917	983998	93.2
	"1983"	"1983"	"Maryland"	"24"	2215	3748414	59.1
	"1983"	"1983"	"Massachusetts"	"25"	4189	5108602	82.0
	"1983"	"1983"	"Michigan"	"26"	5278	7709559	68.5
	"1983"	"1983"	"Minnesota"	"27"	2628	3518713	74.7
	"1983"	"1983"	"Mississippi"	"28"	1354	2135050	63.4
	"1983"	"1983"	"Missouri"	"29"	3669	4233857	86.7
	"1983"	"1983"	"Montana"	"30"	634	681840	93.0
	"1983"	"1983"	"Nebraska"	"31"	1206	1338672	90.1
	"1983"	"1983"	"Nevada"	"32"	514	773299	66.5
	"1983"	"1983"	"New Hampshire"	"33"	609	827269	73.6
	"1983"	"1983"	"New Jersey"	"34"	4189	6533639	64.1
	"1983"	"1983"	"New Mexico"	"35"	772	1154840	66.8
	"1983"	"1983"	"New York"	"36"	11054	15398016	71.8
	"1983"	"1983"	"North Carolina"	"37"	3374	5247186	64.3
	"1983"	"1983"	"North Dakota"	"38"	391	565965	69.1
	"1983"	"1983"	"Ohio"	"39"	6345	9177107	69.1
	"1983"	"1983"	"Oklahoma"	"40"	2176	2781985	78.2
	"1983"	"1983"	"Oregon"	"41"	1756	2259566	77.7
	"1983"	"1983"	"Pennsylvania"	"42"	7828	10322964	75.8
	"1983"	"1983"	"Rhode Island"	"44"	592	839789	70.5
	"1983"	"1983"	"South Carolina"	"45"	1620	2746356	59.0
	"1983"	"1983"	"South Dakota"	"46"	478	578879	82.6
	"1983"	"1983"	"Tennessee"	"47"	2793	4002607	69.8
	"1983"	"1983"	"Texas"	"48"	7368	13187195	55.9
	"1983"	"1983"	"Utah"	"49"	626	1216623	51.5
	"1983"	"1983"	"Vermont"	"50"	416	449029	92.6
	"1983"	"1983"	"Virginia"	"51"	3139	4816464	65.2
	"1983"	"1983"	"Washington"	"53"	2784	3667602	75.9
	"1983"	"1983"	"West Virginia"	"54"	1503	1661754	90.4
	"1983"	"1983"	"Wisconsin"	"55"	2871	4032715	71.2
	"1983"	"1983"	"Wyoming"	"56"	297	414539	71.6
"Total"	"1983"	"1983"			140702	200192086	70.3
	"1984"	"1984"	"Alabama"	"01"	2345	3368164	69.6
	"1984"	"1984"	"Alaska"	"02"	115	416476	27.6
	"1984"	"1984"	"Arizona"	"04"	2291	2600406	88.1
	"1984"	"1984"	"Arkansas"	"05"	1636	1975438	82.8
	"1984"	"1984"	"California"	"06"	15943	22052288	72.3
	"1984"	"1984"	"Colorado"	"08"	2123	2690240	78.9
	"1984"	"1984"	"Connecticut"	"09"	2007	2792648	71.9
	"1984"	"1984"	"Delaware"	"10"	296	525285	56.4
	"1984"	"1984"	"District of Columbia"	"11"	440	566154	77.7
	"1984"	"1984"	"Florida"	"12"	7755	9721441	79.8
	"1984"	"1984"	"Georgia"	"13"	3169	4961697	63.9
	"1984"	"1984"	"Hawaii"	"15"	448	866961	51.7
	"1984"	"1984"	"Idaho"	"16"	600	804292	74.6
	"1984"	"1984"	"Illinois"	"17"	7077	9720805	72.8
	"1984"	"1984"	"Indiana"	"18"	3172	4644924	68.3
	"1984"	"1984"	"Iowa"	"19"	2225	2429903	91.6
	"1984"	"1984"	"Kansas"	"20"	1918	2052850	93.4
	"1984"	"1984"	"Kentucky"	"21"	2704	3139622	86.1
	"1984"	"1984"	"Louisiana"	"22"	2086	3654324	57.1
	"1984"	"1984"	"Maine"	"23"	805	993585	81.0
	"1984"	"1984"	"Maryland"	"24"	2319	3785478	61.3
	"1984"	"1984"	"Massachusetts"	"25"	4387	5141665	85.3
	"1984"	"1984"	"Michigan"	"26"	5190	7715234	67.3
	"1984"	"1984"	"Minnesota"	"27"	2625	3527248	74.4
	"1984"	"1984"	"Mississippi"	"28"	1526	2143739	71.2
	"1984"	"1984"	"Missouri"	"29"	3795	4253764	89.2
	"1984"	"1984"	"Montana"	"30"	588	685721	85.7
	"1984"	"1984"	"Nebraska"	"31"	1102	1340474	82.2
	"1984"	"1984"	"Nevada"	"32"	505	793157	63.7
	"1984"	"1984"	"New Hampshire"	"33"	564	843419	66.9
	"1984"	"1984"	"New Jersey"	"34"	4526	6572579	68.9
	"1984"	"1984"	"New Mexico"	"35"	845	1171313	72.1
	"1984"	"1984"	"New York"	"36"	11784	15432326	76.4
	"1984"	"1984"	"North Carolina"	"37"	3460	5331042	64.9
	"1984"	"1984"	"North Dakota"	"38"	420	567763	74.0
	"1984"	"1984"	"Ohio"	"39"	6641	9170464	72.4
	"1984"	"1984"	"Oklahoma"	"40"	2259	2772678	81.5
	"1984"	"1984"	"Oregon"	"41"	1882	2270058	82.9
	"1984"	"1984"	"Pennsylvania"	"42"	8359	10297272	81.2
	"1984"	"1984"	"Rhode Island"	"44"	588	844436	69.6
	"1984"	"1984"	"South Carolina"	"45"	1639	2781017	58.9
	"1984"	"1984"	"South Dakota"	"46"	552	581207	95.0
	"1984"	"1984"	"Tennessee"	"47"	2943	4029641	73.0
	"1984"	"1984"	"Texas"	"48"	8101	13386307	60.5
	"1984"	"1984"	"Utah"	"49"	687	1240468	55.4
	"1984"	"1984"	"Vermont"	"50"	395	451042	87.6
	"1984"	"1984"	"Virginia"	"51"	3260	4885864	66.7
	"1984"	"1984"	"Washington"	"53"	2880	3701062	77.8
	"1984"	"1984"	"West Virginia"	"54"	1523	1650149	92.3
	"1984"	"1984"	"Wisconsin"	"55"	2880	4038562	71.3
	"1984"	"1984"	"Wyoming"	"56"	319	409599	77.9
"Total"	"1984"	"1984"			147699	201792251	73.2
	"1985"	"1985"	"Alabama"	"01"	2720	3388437	80.3
	"1985"	"1985"	"Alaska"	"02"	127	428878	29.6
	"1985"	"1985"	"Arizona"	"04"	2348	2695343	87.1
	"1985"	"1985"	"Arkansas"	"05"	1760	1982326	88.8
	"1985"	"1985"	"California"	"06"	18300	22516711	81.3
	"1985"	"1985"	"Colorado"	"08"	2222	2718791	81.7
	"1985"	"1985"	"Connecticut"	"09"	2133	2806414	76.0
	"1985"	"1985"	"Delaware"	"10"	376	530197	70.9
	"1985"	"1985"	"District of Columbia"	"11"	474	565884	83.8
	"1985"	"1985"	"Florida"	"12"	8793	9979581	88.1
	"1985"	"1985"	"Georgia"	"13"	3780	5069465	74.6
	"1985"	"1985"	"Hawaii"	"15"	488	875861	55.7
	"1985"	"1985"	"Idaho"	"16"	648	808586	80.1
	"1985"	"1985"	"Illinois"	"17"	7747	9704100	79.8
	"1985"	"1985"	"Indiana"	"18"	3683	4649109	79.2
	"1985"	"1985"	"Iowa"	"19"	2504	2404566	104.1
	"1985"	"1985"	"Kansas"	"20"	1914	2051754	93.3
	"1985"	"1985"	"Kentucky"	"21"	3174	3143626	101.0
	"1985"	"1985"	"Louisiana"	"22"	2266	3655162	62.0
	"1985"	"1985"	"Maine"	"23"	985	999171	98.6
	"1985"	"1985"	"Maryland"	"24"	2551	3818865	66.8
	"1985"	"1985"	"Massachusetts"	"25"	4765	5168459	92.2
	"1985"	"1985"	"Michigan"	"26"	5752	7737227	74.3
	"1985"	"1985"	"Minnesota"	"27"	2938	3544644	82.9
	"1985"	"1985"	"Mississippi"	"28"	1594	2151718	74.1
	"1985"	"1985"	"Missouri"	"29"	4204	4270013	98.5
	"1985"	"1985"	"Montana"	"30"	635	685604	92.6
	"1985"	"1985"	"Nebraska"	"31"	1417	1335583	106.1
	"1985"	"1985"	"Nevada"	"32"	639	814334	78.5
	"1985"	"1985"	"New Hampshire"	"33"	704	860025	81.9
	"1985"	"1985"	"New Jersey"	"34"	5043	6610831	76.3
	"1985"	"1985"	"New Mexico"	"35"	863	1188443	72.6
	"1985"	"1985"	"New York"	"36"	12687	15453940	82.1
	"1985"	"1985"	"North Carolina"	"37"	4071	5412483	75.2
	"1985"	"1985"	"North Dakota"	"38"	437	564203	77.5
	"1985"	"1985"	"Ohio"	"39"	7486	9167213	81.7
	"1985"	"1985"	"Oklahoma"	"40"	2361	2757517	85.6
	"1985"	"1985"	"Oregon"	"41"	2167	2275197	95.2
	"1985"	"1985"	"Pennsylvania"	"42"	9244	10249709	90.2
	"1985"	"1985"	"Rhode Island"	"44"	698	849437	82.2
	"1985"	"1985"	"South Carolina"	"45"	1873	2809020	66.7
	"1985"	"1985"	"South Dakota"	"46"	570	581165	98.1
	"1985"	"1985"	"Tennessee"	"47"	3515	4059785	86.6
	"1985"	"1985"	"Texas"	"48"	8420	13591831	61.9
	"1985"	"1985"	"Utah"	"49"	767	1260845	60.8
	"1985"	"1985"	"Vermont"	"50"	427	453464	94.2
	"1985"	"1985"	"Virginia"	"51"	3589	4942730	72.6
	"1985"	"1985"	"Washington"	"53"	3118	3742116	83.3
	"1985"	"1985"	"West Virginia"	"54"	1680	1637778	102.6
	"1985"	"1985"	"Wisconsin"	"55"	3165	4043541	78.3
	"1985"	"1985"	"Wyoming"	"56"	320	405865	78.8
"Total"	"1985"	"1985"			164142	203417547	80.7
	"1986"	"1986"	"Alabama"	"01"	2743	3404273	80.6
	"1986"	"1986"	"Alaska"	"02"	117	436059	26.8
	"1986"	"1986"	"Arizona"	"04"	2515	2800351	89.8
	"1986"	"1986"	"Arkansas"	"05"	1822	1988084	91.6
	"1986"	"1986"	"California"	"06"	17706	23027041	76.9
	"1986"	"1986"	"Colorado"	"08"	2259	2737075	82.5
	"1986"	"1986"	"Connecticut"	"09"	2202	2818706	78.1
	"1986"	"1986"	"Delaware"	"10"	410	537250	76.3
	"1986"	"1986"	"District of Columbia"	"11"	490	567641	86.3
	"1986"	"1986"	"Florida"	"12"	9085	10230429	88.8
	"1986"	"1986"	"Georgia"	"13"	3789	5169169	73.3
	"1986"	"1986"	"Hawaii"	"15"	495	887678	55.8
	"1986"	"1986"	"Idaho"	"16"	653	807335	80.9
	"1986"	"1986"	"Illinois"	"17"	8224	9681773	84.9
	"1986"	"1986"	"Indiana"	"18"	3946	4646933	84.9
	"1986"	"1986"	"Iowa"	"19"	2438	2373497	102.7
	"1986"	"1986"	"Kansas"	"20"	2035	2055598	99.0
	"1986"	"1986"	"Kentucky"	"21"	3240	3142272	103.1
	"1986"	"1986"	"Louisiana"	"22"	2284	3652134	62.5
	"1986"	"1986"	"Maine"	"23"	1062	1004393	105.7
	"1986"	"1986"	"Maryland"	"24"	2679	3873392	69.2
	"1986"	"1986"	"Massachusetts"	"25"	5103	5174076	98.6
	"1986"	"1986"	"Michigan"	"26"	6208	7778273	79.8
	"1986"	"1986"	"Minnesota"	"27"	2993	3557427	84.1
	"1986"	"1986"	"Mississippi"	"28"	1643	2158686	76.1
	"1986"	"1986"	"Missouri"	"29"	4173	4284699	97.4
	"1986"	"1986"	"Montana"	"30"	658	678811	96.9
	"1986"	"1986"	"Nebraska"	"31"	1247	1325638	94.1
	"1986"	"1986"	"Nevada"	"32"	640	838746	76.3
	"1986"	"1986"	"New Hampshire"	"33"	715	881974	81.1
	"1986"	"1986"	"New Jersey"	"34"	5126	6650093	77.1
	"1986"	"1986"	"New Mexico"	"35"	978	1208502	80.9
	"1986"	"1986"	"New York"	"36"	13630	15470948	88.1
	"1986"	"1986"	"North Carolina"	"37"	4304	5466799	78.7
	"1986"	"1986"	"North Dakota"	"38"	448	557832	80.3
	"1986"	"1986"	"Ohio"	"39"	7740	9161035	84.5
	"1986"	"1986"	"Oklahoma"	"40"	2402	2742653	87.6
	"1986"	"1986"	"Oregon"	"41"	2017	2285822	88.2
	"1986"	"1986"	"Pennsylvania"	"42"	9754	10241808	95.2
	"1986"	"1986"	"Rhode Island"	"44"	715	854651	83.7
	"1986"	"1986"	"South Carolina"	"45"	1957	2841898	68.9
	"1986"	"1986"	"South Dakota"	"46"	534	578442	92.3
	"1986"	"1986"	"Tennessee"	"47"	3592	4079847	88.0
	"1986"	"1986"	"Texas"	"48"	8440	13806756	61.1
	"1986"	"1986"	"Utah"	"49"	831	1282700	64.8
	"1986"	"1986"	"Vermont"	"50"	455	456166	99.7
	"1986"	"1986"	"Virginia"	"51"	3801	5018097	75.7
	"1986"	"1986"	"Washington"	"53"	3160	3783435	83.5
	"1986"	"1986"	"West Virginia"	"54"	1798	1620519	111.0
	"1986"	"1986"	"Wisconsin"	"55"	3432	4042054	84.9
	"1986"	"1986"	"Wyoming"	"56"	328	402665	81.5
"Total"	"1986"	"1986"			169016	205072135	82.4
	"1987"	"1987"	"Alabama"	"01"	2673	3427728	78.0
	"1987"	"1987"	"Alaska"	"02"	133	429934	30.9
	"1987"	"1987"	"Arizona"	"04"	2592	2904730	89.2
	"1987"	"1987"	"Arkansas"	"05"	2012	1998172	100.7
	"1987"	"1987"	"California"	"06"	18915	23557274	80.3
	"1987"	"1987"	"Colorado"	"08"	2400	2751343	87.2
	"1987"	"1987"	"Connecticut"	"09"	2177	2833228	76.8
	"1987"	"1987"	"Delaware"	"10"	388	545384	71.1
	"1987"	"1987"	"District of Columbia"	"11"	487	565418	86.1
	"1987"	"1987"	"Florida"	"12"	9621	10502305	91.6
	"1987"	"1987"	"Georgia"	"13"	3762	5273376	71.3
	"1987"	"1987"	"Hawaii"	"15"	523	903748	57.9
	"1987"	"1987"	"Idaho"	"16"	728	806907	90.2
	"1987"	"1987"	"Illinois"	"17"	8046	9686965	83.1
	"1987"	"1987"	"Indiana"	"18"	3939	4667723	84.4
	"1987"	"1987"	"Iowa"	"19"	2381	2357210	101.0
	"1987"	"1987"	"Kansas"	"20"	1936	2064115	93.8
	"1987"	"1987"	"Kentucky"	"21"	3003	3146218	95.4
	"1987"	"1987"	"Louisiana"	"22"	2367	3602200	65.7
	"1987"	"1987"	"Maine"	"23"	942	1016556	92.7
	"1987"	"1987"	"Maryland"	"24"	2851	3931230	72.5
	"1987"	"1987"	"Massachusetts"	"25"	5094	5189099	98.2
	"1987"	"1987"	"Michigan"	"26"	6078	7826709	77.7
	"1987"	"1987"	"Minnesota"	"27"	2935	3579985	82.0
	"1987"	"1987"	"Mississippi"	"28"	1704	2160366	78.9
	"1987"	"1987"	"Missouri"	"29"	4295	4312940	99.6
	"1987"	"1987"	"Montana"	"30"	649	672726	96.5
	"1987"	"1987"	"Nebraska"	"31"	1347	1319652	102.1
	"1987"	"1987"	"Nevada"	"32"	731	874189	83.6
	"1987"	"1987"	"New Hampshire"	"33"	691	905504	76.3
	"1987"	"1987"	"New Jersey"	"34"	5078	6681024	76.0
	"1987"	"1987"	"New Mexico"	"35"	1053	1221423	86.2
	"1987"	"1987"	"New York"	"36"	13446	15485638	86.8
	"1987"	"1987"	"North Carolina"	"37"	4037	5538657	72.9
	"1987"	"1987"	"North Dakota"	"38"	405	551454	73.4
	"1987"	"1987"	"Ohio"	"39"	7799	9187107	84.9
	"1987"	"1987"	"Oklahoma"	"40"	2477	2706424	91.5
	"1987"	"1987"	"Oregon"	"41"	2192	2304112	95.1
	"1987"	"1987"	"Pennsylvania"	"42"	9733	10255485	94.9
	"1987"	"1987"	"Rhode Island"	"44"	743	863542	86.0
	"1987"	"1987"	"South Carolina"	"45"	1898	2876853	66.0
	"1987"	"1987"	"South Dakota"	"46"	640	579232	110.5
	"1987"	"1987"	"Tennessee"	"47"	3507	4122363	85.1
	"1987"	"1987"	"Texas"	"48"	8604	13845420	62.1
	"1987"	"1987"	"Utah"	"49"	852	1300869	65.5
	"1987"	"1987"	"Vermont"	"50"	469	461025	101.7
	"1987"	"1987"	"Virginia"	"51"	3888	5113796	76.0
	"1987"	"1987"	"Washington"	"53"	3192	3848048	83.0
	"1987"	"1987"	"West Virginia"	"54"	1815	1605234	113.1
	"1987"	"1987"	"Wisconsin"	"55"	3467	4057514	85.4
	"1987"	"1987"	"Wyoming"	"56"	308	388482	79.3
"Total"	"1987"	"1987"			171003	206806636	82.7
	"1988"	"1988"	"Alabama"	"01"	3076	3437341	89.5
	"1988"	"1988"	"Alaska"	"02"	119	433794	27.4
	"1988"	"1988"	"Arizona"	"04"	2793	2984319	93.6
	"1988"	"1988"	"Arkansas"	"05"	2223	1998607	111.2
	"1988"	"1988"	"California"	"06"	20915	24087077	86.8
	"1988"	"1988"	"Colorado"	"08"	2547	2750872	92.6
	"1988"	"1988"	"Connecticut"	"09"	2366	2847231	83.1
	"1988"	"1988"	"Delaware"	"10"	388	554226	70.0
	"1988"	"1988"	"District of Columbia"	"11"	530	558982	94.8
