"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1988"	"1988"	"Florida"	"12"	10237	10738166	95.3
	"1988"	"1988"	"Georgia"	"13"	4149	5357339	77.4
	"1988"	"1988"	"Hawaii"	"15"	485	914862	53.0
	"1988"	"1988"	"Idaho"	"16"	848	811276	104.5
	"1988"	"1988"	"Illinois"	"17"	8536	9691984	88.1
	"1988"	"1988"	"Indiana"	"18"	4205	4687761	89.7
	"1988"	"1988"	"Iowa"	"19"	2759	2363572	116.7
	"1988"	"1988"	"Kansas"	"20"	2255	2078560	108.5
	"1988"	"1988"	"Kentucky"	"21"	3410	3151969	108.2
	"1988"	"1988"	"Louisiana"	"22"	2550	3558245	71.7
	"1988"	"1988"	"Maine"	"23"	1027	1033112	99.4
	"1988"	"1988"	"Maryland"	"24"	3180	3998032	79.5
	"1988"	"1988"	"Massachusetts"	"25"	5304	5217829	101.7
	"1988"	"1988"	"Michigan"	"26"	6421	7847293	81.8
	"1988"	"1988"	"Minnesota"	"27"	3185	3629393	87.8
	"1988"	"1988"	"Mississippi"	"28"	1799	2159329	83.3
	"1988"	"1988"	"Missouri"	"29"	4664	4333920	107.6
	"1988"	"1988"	"Montana"	"30"	701	670262	104.6
	"1988"	"1988"	"Nebraska"	"31"	1486	1324801	112.2
	"1988"	"1988"	"Nevada"	"32"	912	915327	99.6
	"1988"	"1988"	"New Hampshire"	"33"	753	926230	81.3
	"1988"	"1988"	"New Jersey"	"34"	5508	6703378	82.2
	"1988"	"1988"	"New Mexico"	"35"	947	1229689	77.0
	"1988"	"1988"	"New York"	"36"	14336	15529013	92.3
	"1988"	"1988"	"North Carolina"	"37"	4698	5601016	83.9
	"1988"	"1988"	"North Dakota"	"38"	477	548699	86.9
	"1988"	"1988"	"Ohio"	"39"	8392	9218933	91.0
	"1988"	"1988"	"Oklahoma"	"40"	2691	2673883	100.6
	"1988"	"1988"	"Oregon"	"41"	2337	2342340	99.8
	"1988"	"1988"	"Pennsylvania"	"42"	10188	10273717	99.2
	"1988"	"1988"	"Rhode Island"	"44"	696	867905	80.2
	"1988"	"1988"	"South Carolina"	"45"	2091	2902806	72.0
	"1988"	"1988"	"South Dakota"	"46"	591	581538	101.6
	"1988"	"1988"	"Tennessee"	"47"	3896	4152578	93.8
	"1988"	"1988"	"Texas"	"48"	9462	13870430	68.2
	"1988"	"1988"	"Utah"	"49"	891	1319967	67.5
	"1988"	"1988"	"Vermont"	"50"	493	469030	105.1
	"1988"	"1988"	"Virginia"	"51"	3973	5196542	76.5
	"1988"	"1988"	"Washington"	"53"	3560	3937198	90.4
	"1988"	"1988"	"West Virginia"	"54"	1891	1587114	119.1
	"1988"	"1988"	"Wisconsin"	"55"	3889	4095270	95.0
	"1988"	"1988"	"Wyoming"	"56"	376	381549	98.5
"Total"	"1988"	"1988"			185206	208544306	88.8
	"1989"	"1989"	"Alabama"	"01"	3109	3445217	90.2
	"1989"	"1989"	"Alaska"	"02"	142	439497	32.3
	"1989"	"1989"	"Arizona"	"04"	2970	3049605	97.4
	"1989"	"1989"	"Arkansas"	"05"	2056	2002596	102.7
	"1989"	"1989"	"California"	"06"	21963	24673506	89.0
	"1989"	"1989"	"Colorado"	"08"	2472	2764482	89.4
	"1989"	"1989"	"Connecticut"	"09"	2419	2849162	84.9
	"1989"	"1989"	"Delaware"	"10"	450	563116	79.9
	"1989"	"1989"	"District of Columbia"	"11"	513	552069	92.9
	"1989"	"1989"	"Florida"	"12"	10298	11007702	93.6
	"1989"	"1989"	"Georgia"	"13"	4333	5431206	79.8
	"1989"	"1989"	"Hawaii"	"15"	606	928696	65.3
	"1989"	"1989"	"Idaho"	"16"	776	822246	94.4
	"1989"	"1989"	"Illinois"	"17"	8925	9708141	91.9
	"1989"	"1989"	"Indiana"	"18"	4145	4711889	88.0
	"1989"	"1989"	"Iowa"	"19"	2624	2365853	110.9
	"1989"	"1989"	"Kansas"	"20"	2115	2085780	101.4
	"1989"	"1989"	"Kentucky"	"21"	3344	3155750	106.0
	"1989"	"1989"	"Louisiana"	"22"	2543	3537480	71.9
	"1989"	"1989"	"Maine"	"23"	953	1046196	91.1
	"1989"	"1989"	"Maryland"	"24"	3055	4046429	75.5
	"1989"	"1989"	"Massachusetts"	"25"	4777	5231678	91.3
	"1989"	"1989"	"Michigan"	"26"	6281	7865616	79.9
	"1989"	"1989"	"Minnesota"	"27"	3045	3661392	83.2
	"1989"	"1989"	"Mississippi"	"28"	1842	2159850	85.3
	"1989"	"1989"	"Missouri"	"29"	4631	4345752	106.6
	"1989"	"1989"	"Montana"	"30"	702	671905	104.5
	"1989"	"1989"	"Nebraska"	"31"	1436	1327093	108.2
	"1989"	"1989"	"Nevada"	"32"	877	968656	90.5
	"1989"	"1989"	"New Hampshire"	"33"	733	942094	77.8
	"1989"	"1989"	"New Jersey"	"34"	5500	6698432	82.1
	"1989"	"1989"	"New Mexico"	"35"	1076	1242646	86.6
	"1989"	"1989"	"New York"	"36"	14498	15537406	93.3
	"1989"	"1989"	"North Carolina"	"37"	4492	5670708	79.2
	"1989"	"1989"	"North Dakota"	"38"	444	542956	81.8
	"1989"	"1989"	"Ohio"	"39"	8223	9239767	89.0
	"1989"	"1989"	"Oklahoma"	"40"	2776	2669329	104.0
	"1989"	"1989"	"Oregon"	"41"	2397	2383671	100.6
	"1989"	"1989"	"Pennsylvania"	"42"	10278	10277546	100.0
	"1989"	"1989"	"Rhode Island"	"44"	684	870253	78.6
	"1989"	"1989"	"South Carolina"	"45"	2134	2941203	72.6
	"1989"	"1989"	"South Dakota"	"46"	534	580970	91.9
	"1989"	"1989"	"Tennessee"	"47"	3753	4179904	89.8
	"1989"	"1989"	"Texas"	"48"	9763	14023635	69.6
	"1989"	"1989"	"Utah"	"49"	844	1345127	62.7
	"1989"	"1989"	"Vermont"	"50"	453	475778	95.2
	"1989"	"1989"	"Virginia"	"51"	3866	5259326	73.5
	"1989"	"1989"	"Washington"	"53"	3585	4022664	89.1
	"1989"	"1989"	"West Virginia"	"54"	1810	1572395	115.1
	"1989"	"1989"	"Wisconsin"	"55"	3624	4120562	87.9
	"1989"	"1989"	"Wyoming"	"56"	353	379440	93.0
"Total"	"1989"	"1989"			185222	210394372	88.0
	"1990"	"1990"	"Alabama"	"01"	3207	3457689	92.7
	"1990"	"1990"	"Alaska"	"02"	156	442558	35.2
	"1990"	"1990"	"Arizona"	"04"	3096	3084289	100.4
	"1990"	"1990"	"Arkansas"	"05"	2228	2007986	111.0
	"1990"	"1990"	"California"	"06"	21165	25077669	84.4
	"1990"	"1990"	"Colorado"	"08"	2500	2785049	89.8
	"1990"	"1990"	"Connecticut"	"09"	2471	2845755	86.8
	"1990"	"1990"	"Delaware"	"10"	451	569498	79.2
	"1990"	"1990"	"District of Columbia"	"11"	452	536601	84.2
	"1990"	"1990"	"Florida"	"12"	10738	11255598	95.4
	"1990"	"1990"	"Georgia"	"13"	4302	5489289	78.4
	"1990"	"1990"	"Hawaii"	"15"	603	942101	64.0
	"1990"	"1990"	"Idaho"	"16"	783	835371	93.7
	"1990"	"1990"	"Illinois"	"17"	8972	9729516	92.2
	"1990"	"1990"	"Indiana"	"18"	4310	4729705	91.1
	"1990"	"1990"	"Iowa"	"19"	2676	2372552	112.8
	"1990"	"1990"	"Kansas"	"20"	2169	2091151	103.7
	"1990"	"1990"	"Kentucky"	"21"	3389	3165294	107.1
	"1990"	"1990"	"Louisiana"	"22"	2669	3520354	75.8
	"1990"	"1990"	"Maine"	"23"	1086	1052471	103.2
	"1990"	"1990"	"Maryland"	"24"	3085	4085414	75.5
	"1990"	"1990"	"Massachusetts"	"25"	5001	5218455	95.8
	"1990"	"1990"	"Michigan"	"26"	6645	7891581	84.2
	"1990"	"1990"	"Minnesota"	"27"	3317	3689079	89.9
	"1990"	"1990"	"Mississippi"	"28"	2024	2161767	93.6
	"1990"	"1990"	"Missouri"	"29"	4754	4364122	108.9
	"1990"	"1990"	"Montana"	"30"	725	673639	107.6
	"1990"	"1990"	"Nebraska"	"31"	1583	1331168	118.9
	"1990"	"1990"	"Nevada"	"32"	906	1022276	88.6
	"1990"	"1990"	"New Hampshire"	"33"	736	943061	78.0
	"1990"	"1990"	"New Jersey"	"34"	5532	6692324	82.7
	"1990"	"1990"	"New Mexico"	"35"	1004	1255199	80.0
	"1990"	"1990"	"New York"	"36"	14730	15524032	94.9
	"1990"	"1990"	"North Carolina"	"37"	4709	5721531	82.3
	"1990"	"1990"	"North Dakota"	"38"	466	538423	86.5
	"1990"	"1990"	"Ohio"	"39"	8360	9257367	90.3
	"1990"	"1990"	"Oklahoma"	"40"	3002	2671361	112.4
	"1990"	"1990"	"Oregon"	"41"	2510	2427770	103.4
	"1990"	"1990"	"Pennsylvania"	"42"	10348	10284707	100.6
	"1990"	"1990"	"Rhode Island"	"44"	752	871453	86.3
	"1990"	"1990"	"South Carolina"	"45"	2225	2968244	75.0
	"1990"	"1990"	"South Dakota"	"46"	566	582008	97.2
	"1990"	"1990"	"Tennessee"	"47"	4050	4200556	96.4
	"1990"	"1990"	"Texas"	"48"	10667	14175197	75.3
	"1990"	"1990"	"Utah"	"49"	859	1367196	62.8
	"1990"	"1990"	"Vermont"	"50"	486	479214	101.4
	"1990"	"1990"	"Virginia"	"51"	4140	5313828	77.9
	"1990"	"1990"	"Washington"	"53"	3741	4122412	90.7
	"1990"	"1990"	"West Virginia"	"54"	1954	1565043	124.9
	"1990"	"1990"	"Wisconsin"	"55"	3803	4150881	91.6
	"1990"	"1990"	"Wyoming"	"56"	357	377644	94.5
"Total"	"1990"	"1990"			190460	211917448	89.9
	"1991"	"1991"	"Alabama"	"01"	3497	3521617	99.3
	"1991"	"1991"	"Alaska"	"02"	143	458666	31.2
	"1991"	"1991"	"Arizona"	"04"	3191	3185587	100.2
	"1991"	"1991"	"Arkansas"	"05"	2279	2042291	111.6
	"1991"	"1991"	"California"	"06"	21289	25504215	83.5
	"1991"	"1991"	"Colorado"	"08"	2729	2864305	95.3
	"1991"	"1991"	"Connecticut"	"09"	2442	2850523	85.7
	"1991"	"1991"	"Delaware"	"10"	476	583479	81.6
	"1991"	"1991"	"District of Columbia"	"11"	424	529593	80.1
	"1991"	"1991"	"Florida"	"12"	11177	11590380	96.4
	"1991"	"1991"	"Georgia"	"13"	4693	5644959	83.1
	"1991"	"1991"	"Hawaii"	"15"	654	967946	67.6
	"1991"	"1991"	"Idaho"	"16"	854	870126	98.1
	"1991"	"1991"	"Illinois"	"17"	9120	9857639	92.5
	"1991"	"1991"	"Indiana"	"18"	4560	4813941	94.7
	"1991"	"1991"	"Iowa"	"19"	2717	2399176	113.2
	"1991"	"1991"	"Kansas"	"20"	2147	2114593	101.5
	"1991"	"1991"	"Kentucky"	"21"	3601	3209587	112.2
	"1991"	"1991"	"Louisiana"	"22"	2789	3570874	78.1
	"1991"	"1991"	"Maine"	"23"	1034	1062643	97.3
	"1991"	"1991"	"Maryland"	"24"	3139	4145568	75.7
	"1991"	"1991"	"Massachusetts"	"25"	5169	5204485	99.3
	"1991"	"1991"	"Michigan"	"26"	6700	7987672	83.9
	"1991"	"1991"	"Minnesota"	"27"	3442	3754328	91.7
	"1991"	"1991"	"Mississippi"	"28"	1927	2198717	87.6
	"1991"	"1991"	"Missouri"	"29"	4667	4418463	105.6
	"1991"	"1991"	"Montana"	"30"	755	685533	110.1
	"1991"	"1991"	"Nebraska"	"31"	1498	1350814	110.9
	"1991"	"1991"	"Nevada"	"32"	976	1101158	88.6
	"1991"	"1991"	"New Hampshire"	"33"	770	943770	81.6
	"1991"	"1991"	"New Jersey"	"34"	5406	6745412	80.1
	"1991"	"1991"	"New Mexico"	"35"	1134	1291560	87.8
	"1991"	"1991"	"New York"	"36"	14019	15593128	89.9
	"1991"	"1991"	"North Carolina"	"37"	4944	5856481	84.4
	"1991"	"1991"	"North Dakota"	"38"	510	539926	94.5
	"1991"	"1991"	"Ohio"	"39"	8674	9366248	92.6
	"1991"	"1991"	"Oklahoma"	"40"	2878	2701546	106.5
	"1991"	"1991"	"Oregon"	"41"	2407	2505625	96.1
	"1991"	"1991"	"Pennsylvania"	"42"	10514	10373254	101.4
	"1991"	"1991"	"Rhode Island"	"44"	764	876450	87.2
	"1991"	"1991"	"South Carolina"	"45"	2294	3046625	75.3
	"1991"	"1991"	"South Dakota"	"46"	683	590860	115.6
	"1991"	"1991"	"Tennessee"	"47"	4077	4284653	95.2
	"1991"	"1991"	"Texas"	"48"	10629	14524051	73.2
	"1991"	"1991"	"Utah"	"49"	930	1430026	65.0
	"1991"	"1991"	"Vermont"	"50"	441	484881	91.0
	"1991"	"1991"	"Virginia"	"51"	4416	5406282	81.7
	"1991"	"1991"	"Washington"	"53"	3708	4256087	87.1
	"1991"	"1991"	"West Virginia"	"54"	2065	1578250	130.8
	"1991"	"1991"	"Wisconsin"	"55"	3982	4222742	94.3
	"1991"	"1991"	"Wyoming"	"56"	369	385030	95.8
"Total"	"1991"	"1991"			193703	215491765	89.9
	"1992"	"1992"	"Alabama"	"01"	3101	3571661	86.8
	"1992"	"1992"	"Alaska"	"02"	155	477382	32.5
	"1992"	"1992"	"Arizona"	"04"	3151	3300962	95.5
	"1992"	"1992"	"Arkansas"	"05"	2108	2070430	101.8
	"1992"	"1992"	"California"	"06"	21689	25905495	83.7
	"1992"	"1992"	"Colorado"	"08"	2661	2963026	89.8
	"1992"	"1992"	"Connecticut"	"09"	2641	2841829	92.9
	"1992"	"1992"	"Delaware"	"10"	538	593655	90.6
	"1992"	"1992"	"District of Columbia"	"11"	480	524487	91.5
	"1992"	"1992"	"Florida"	"12"	11725	11836436	99.1
	"1992"	"1992"	"Georgia"	"13"	4530	5787629	78.3
	"1992"	"1992"	"Hawaii"	"15"	563	986728	57.1
	"1992"	"1992"	"Idaho"	"16"	848	899036	94.3
	"1992"	"1992"	"Illinois"	"17"	8595	9965401	86.2
	"1992"	"1992"	"Indiana"	"18"	4509	4871091	92.6
	"1992"	"1992"	"Iowa"	"19"	2566	2426137	105.8
	"1992"	"1992"	"Kansas"	"20"	2067	2149789	96.1
	"1992"	"1992"	"Kentucky"	"21"	3533	3248524	108.8
	"1992"	"1992"	"Louisiana"	"22"	2714	3611186	75.2
	"1992"	"1992"	"Maine"	"23"	1095	1065296	102.8
	"1992"	"1992"	"Maryland"	"24"	3082	4189281	73.6
	"1992"	"1992"	"Massachusetts"	"25"	5282	5205799	101.5
	"1992"	"1992"	"Michigan"	"26"	6602	8062139	81.9
	"1992"	"1992"	"Minnesota"	"27"	3272	3808071	85.9
	"1992"	"1992"	"Mississippi"	"28"	1964	2220263	88.5
	"1992"	"1992"	"Missouri"	"29"	4750	4462497	106.4
	"1992"	"1992"	"Montana"	"30"	815	700800	116.3
	"1992"	"1992"	"Nebraska"	"31"	1410	1369560	103.0
	"1992"	"1992"	"Nevada"	"32"	1018	1150248	88.5
	"1992"	"1992"	"New Hampshire"	"33"	811	950069	85.4
	"1992"	"1992"	"New Jersey"	"34"	5408	6784673	79.7
	"1992"	"1992"	"New Mexico"	"35"	1022	1328399	76.9
	"1992"	"1992"	"New York"	"36"	13331	15662224	85.1
	"1992"	"1992"	"North Carolina"	"37"	5079	5948095	85.4
	"1992"	"1992"	"North Dakota"	"38"	493	544342	90.6
	"1992"	"1992"	"Ohio"	"39"	8608	9442393	91.2
	"1992"	"1992"	"Oklahoma"	"40"	2983	2745458	108.7
	"1992"	"1992"	"Oregon"	"41"	2378	2564660	92.7
	"1992"	"1992"	"Pennsylvania"	"42"	10752	10425086	103.1
	"1992"	"1992"	"Rhode Island"	"44"	765	876765	87.3
	"1992"	"1992"	"South Carolina"	"45"	2439	3091531	78.9
	"1992"	"1992"	"South Dakota"	"46"	616	599365	102.8
	"1992"	"1992"	"Tennessee"	"47"	4166	4354583	95.7
	"1992"	"1992"	"Texas"	"48"	10501	14845339	70.7
	"1992"	"1992"	"Utah"	"49"	951	1487941	63.9
	"1992"	"1992"	"Vermont"	"50"	492	489179	100.6
	"1992"	"1992"	"Virginia"	"51"	4476	5504254	81.3
	"1992"	"1992"	"Washington"	"53"	3838	4379122	87.6
	"1992"	"1992"	"West Virginia"	"54"	1986	1587192	125.1
	"1992"	"1992"	"Wisconsin"	"55"	3712	4286143	86.6
	"1992"	"1992"	"Wyoming"	"56"	369	393428	93.8
"Total"	"1992"	"1992"			192640	218555079	88.1
	"1993"	"1993"	"Alabama"	"01"	3581	3625792	98.8
	"1993"	"1993"	"Alaska"	"02"	159	488646	32.5
	"1993"	"1993"	"Arizona"	"04"	3621	3431674	105.5
	"1993"	"1993"	"Arkansas"	"05"	2454	2110076	116.3
	"1993"	"1993"	"California"	"06"	23049	26108821	88.3
	"1993"	"1993"	"Colorado"	"08"	2827	3075003	91.9
	"1993"	"1993"	"Connecticut"	"09"	2630	2842893	92.5
	"1993"	"1993"	"Delaware"	"10"	530	604307	87.7
	"1993"	"1993"	"District of Columbia"	"11"	450	520646	86.4
	"1993"	"1993"	"Florida"	"12"	12636	12069126	104.7
	"1993"	"1993"	"Georgia"	"13"	5017	5925254	84.7
	"1993"	"1993"	"Hawaii"	"15"	684	998390	68.5
	"1993"	"1993"	"Idaho"	"16"	996	933493	106.7
	"1993"	"1993"	"Illinois"	"17"	9598	10068712	95.3
	"1993"	"1993"	"Indiana"	"18"	4934	4932906	100.0
	"1993"	"1993"	"Iowa"	"19"	2860	2447870	116.8
	"1993"	"1993"	"Kansas"	"20"	2390	2175951	109.8
	"1993"	"1993"	"Kentucky"	"21"	3865	3293034	117.4
	"1993"	"1993"	"Louisiana"	"22"	2837	3641563	77.9
	"1993"	"1993"	"Maine"	"23"	1125	1070963	105.0
	"1993"	"1993"	"Maryland"	"24"	3258	4227559	77.1
	"1993"	"1993"	"Massachusetts"	"25"	5900	5224404	112.9
	"1993"	"1993"	"Michigan"	"26"	7330	8116925	90.3
	"1993"	"1993"	"Minnesota"	"27"	3693	3871031	95.4
	"1993"	"1993"	"Mississippi"	"28"	2222	2250813	98.7
	"1993"	"1993"	"Missouri"	"29"	5370	4514660	118.9
	"1993"	"1993"	"Montana"	"30"	841	719607	116.9
	"1993"	"1993"	"Nebraska"	"31"	1562	1385265	112.8
	"1993"	"1993"	"Nevada"	"32"	1195	1200974	99.5
	"1993"	"1993"	"New Hampshire"	"33"	819	961111	85.2
	"1993"	"1993"	"New Jersey"	"34"	5951	6828898	87.1
	"1993"	"1993"	"New Mexico"	"35"	1198	1364345	87.8
	"1993"	"1993"	"New York"	"36"	14346	15748837	91.1
	"1993"	"1993"	"North Carolina"	"37"	5861	6072228	96.5
	"1993"	"1993"	"North Dakota"	"38"	491	549112	89.4
	"1993"	"1993"	"Ohio"	"39"	9295	9513527	97.7
	"1993"	"1993"	"Oklahoma"	"40"	3325	2778674	119.7
	"1993"	"1993"	"Oregon"	"41"	2894	2633257	109.9
	"1993"	"1993"	"Pennsylvania"	"42"	11403	10485840	108.7
	"1993"	"1993"	"Rhode Island"	"44"	885	877026	100.9
	"1993"	"1993"	"South Carolina"	"45"	2586	3130908	82.6
	"1993"	"1993"	"South Dakota"	"46"	705	609915	115.6
	"1993"	"1993"	"Tennessee"	"47"	4542	4429493	102.5
	"1993"	"1993"	"Texas"	"48"	11207	15205730	73.7
	"1993"	"1993"	"Utah"	"49"	1023	1546762	66.1
	"1993"	"1993"	"Vermont"	"50"	508	494416	102.7
	"1993"	"1993"	"Virginia"	"51"	4773	5590790	85.4
	"1993"	"1993"	"Washington"	"53"	4237	4494053	94.3
	"1993"	"1993"	"West Virginia"	"54"	2132	1598556	133.4
	"1993"	"1993"	"Wisconsin"	"55"	4188	4351776	96.2
	"1993"	"1993"	"Wyoming"	"56"	411	401745	102.3
"Total"	"1993"	"1993"			210394	221543357	95.0
	"1994"	"1994"	"Alabama"	"01"	3759	3665996	102.5
	"1994"	"1994"	"Alaska"	"02"	176	494144	35.6
	"1994"	"1994"	"Arizona"	"04"	3493	3599423	97.0
	"1994"	"1994"	"Arkansas"	"05"	2487	2143230	116.0
	"1994"	"1994"	"California"	"06"	23141	26235415	88.2
	"1994"	"1994"	"Colorado"	"08"	2765	3180798	86.9
	"1994"	"1994"	"Connecticut"	"09"	2766	2844947	97.2
	"1994"	"1994"	"Delaware"	"10"	551	613960	89.7
	"1994"	"1994"	"District of Columbia"	"11"	457	513226	89.0
	"1994"	"1994"	"Florida"	"12"	12894	12344901	104.4
	"1994"	"1994"	"Georgia"	"13"	5263	6083782	86.5
	"1994"	"1994"	"Hawaii"	"15"	611	1010559	60.5
	"1994"	"1994"	"Idaho"	"16"	967	965498	100.2
	"1994"	"1994"	"Illinois"	"17"	9481	10149590	93.4
	"1994"	"1994"	"Indiana"	"18"	4855	4978374	97.5
	"1994"	"1994"	"Iowa"	"19"	2857	2464755	115.9
	"1994"	"1994"	"Kansas"	"20"	2368	2200818	107.6
	"1994"	"1994"	"Kentucky"	"21"	3861	3323683	116.2
	"1994"	"1994"	"Louisiana"	"22"	3032	3673344	82.5
	"1994"	"1994"	"Maine"	"23"	1124	1073134	104.7
	"1994"	"1994"	"Maryland"	"24"	3390	4273051	79.3
	"1994"	"1994"	"Massachusetts"	"25"	5726	5249843	109.1
	"1994"	"1994"	"Michigan"	"26"	7203	8172322	88.1
	"1994"	"1994"	"Minnesota"	"27"	3457	3927334	88.0
	"1994"	"1994"	"Mississippi"	"28"	2195	2281149	96.2
	"1994"	"1994"	"Missouri"	"29"	5460	4566792	119.6
	"1994"	"1994"	"Montana"	"30"	875	736770	118.8
	"1994"	"1994"	"Nebraska"	"31"	1554	1399645	111.0
	"1994"	"1994"	"Nevada"	"32"	1229	1277240	96.2
	"1994"	"1994"	"New Hampshire"	"33"	867	973084	89.1
	"1994"	"1994"	"New Jersey"	"34"	5721	6870133	83.3
	"1994"	"1994"	"New Mexico"	"35"	1228	1407783	87.2
	"1994"	"1994"	"New York"	"36"	13699	15795377	86.7
	"1994"	"1994"	"North Carolina"	"37"	5573	6192730	90.0
	"1994"	"1994"	"North Dakota"	"38"	490	554047	88.4
	"1994"	"1994"	"Ohio"	"39"	9305	9560312	97.3
	"1994"	"1994"	"Oklahoma"	"40"	3331	2807307	118.7
	"1994"	"1994"	"Oregon"	"41"	2619	2689409	97.4
	"1994"	"1994"	"Pennsylvania"	"42"	11549	10527266	109.7
	"1994"	"1994"	"Rhode Island"	"44"	791	877424	90.2
	"1994"	"1994"	"South Carolina"	"45"	2604	3167145	82.2
	"1994"	"1994"	"South Dakota"	"46"	643	619854	103.7
	"1994"	"1994"	"Tennessee"	"47"	4803	4509437	106.5
	"1994"	"1994"	"Texas"	"48"	11736	15558260	75.4
	"1994"	"1994"	"Utah"	"49"	1057	1604718	65.9
	"1994"	"1994"	"Vermont"	"50"	490	500472	97.9
	"1994"	"1994"	"Virginia"	"51"	4662	5664569	82.3
	"1994"	"1994"	"Washington"	"53"	4121	4585788	89.9
	"1994"	"1994"	"West Virginia"	"54"	2086	1602271	130.2
	"1994"	"1994"	"Wisconsin"	"55"	4196	4403143	95.3
	"1994"	"1994"	"Wyoming"	"56"	445	410028	108.5
"Total"	"1994"	"1994"			210013	224324280	93.6
	"1995"	"1995"	"Alabama"	"01"	3559	3695745	96.3
	"1995"	"1995"	"Alaska"	"02"	187	498516	37.5
	"1995"	"1995"	"Arizona"	"04"	3645	3759084	97.0
	"1995"	"1995"	"Arkansas"	"05"	2421	2177415	111.2
	"1995"	"1995"	"California"	"06"	23245	26397307	88.1
	"1995"	"1995"	"Colorado"	"08"	2895	3278466	88.3
	"1995"	"1995"	"Connecticut"	"09"	2713	2851402	95.1
	"1995"	"1995"	"Delaware"	"10"	551	626484	88.0
	"1995"	"1995"	"District of Columbia"	"11"	439	503641	87.2
	"1995"	"1995"	"Florida"	"12"	13325	12622667	105.6
	"1995"	"1995"	"Georgia"	"13"	5253	6233850	84.3
	"1995"	"1995"	"Hawaii"	"15"	714	1019194	70.1
	"1995"	"1995"	"Idaho"	"16"	866	995545	87.0
	"1995"	"1995"	"Illinois"	"17"	9609	10225976	94.0
	"1995"	"1995"	"Indiana"	"18"	4859	5028909	96.6
	"1995"	"1995"	"Iowa"	"19"	2936	2484995	118.1
	"1995"	"1995"	"Kansas"	"20"	2346	2224936	105.4
	"1995"	"1995"	"Kentucky"	"21"	3767	3359628	112.1
	"1995"	"1995"	"Louisiana"	"22"	2940	3709128	79.3
	"1995"	"1995"	"Maine"	"23"	1159	1077771	107.5
	"1995"	"1995"	"Maryland"	"24"	3557	4314980	82.4
	"1995"	"1995"	"Massachusetts"	"25"	5891	5292743	111.3
	"1995"	"1995"	"Michigan"	"26"	7460	8246710	90.5
	"1995"	"1995"	"Minnesota"	"27"	3618	3982688	90.8
	"1995"	"1995"	"Mississippi"	"28"	2301	2313497	99.5
	"1995"	"1995"	"Missouri"	"29"	5362	4617952	116.1
	"1995"	"1995"	"Montana"	"30"	901	754211	119.5
	"1995"	"1995"	"Nebraska"	"31"	1586	1419154	111.8
	"1995"	"1995"	"Nevada"	"32"	1297	1349110	96.1
	"1995"	"1995"	"New Hampshire"	"33"	819	988908	82.8
	"1995"	"1995"	"New Jersey"	"34"	6128	6923650	88.5
	"1995"	"1995"	"New Mexico"	"35"	1258	1444702	87.1
	"1995"	"1995"	"New York"	"36"	14088	15841353	88.9
	"1995"	"1995"	"North Carolina"	"37"	6102	6331128	96.4
	"1995"	"1995"	"North Dakota"	"38"	511	558747	91.5
	"1995"	"1995"	"Ohio"	"39"	9605	9616880	99.9
	"1995"	"1995"	"Oklahoma"	"40"	3346	2834999	118.0
	"1995"	"1995"	"Oregon"	"41"	2653	2747789	96.6
	"1995"	"1995"	"Pennsylvania"	"42"	11618	10566989	109.9
	"1995"	"1995"	"Rhode Island"	"44"	845	878500	96.2
	"1995"	"1995"	"South Carolina"	"45"	2901	3208598	90.4
	"1995"	"1995"	"South Dakota"	"46"	689	628751	109.6
	"1995"	"1995"	"Tennessee"	"47"	4695	4594163	102.2
	"1995"	"1995"	"Texas"	"48"	11659	15918764	73.2
	"1995"	"1995"	"Utah"	"49"	1093	1654445	66.1
	"1995"	"1995"	"Vermont"	"50"	483	506667	95.3
	"1995"	"1995"	"Virginia"	"51"	4952	5735645	86.3
	"1995"	"1995"	"Washington"	"53"	4188	4688735	89.3
	"1995"	"1995"	"West Virginia"	"54"	2081	1604165	129.7
	"1995"	"1995"	"Wisconsin"	"55"	4150	4461947	93.0
	"1995"	"1995"	"Wyoming"	"56"	448	416488	107.6
"Total"	"1995"	"1995"			213714	227213717	94.1
	"1996"	"1996"	"Alabama"	"01"	3638	3729683	97.5
	"1996"	"1996"	"Alaska"	"02"	167	504410	33.1
	"1996"	"1996"	"Arizona"	"04"	3862	3892836	99.2
	"1996"	"1996"	"Arkansas"	"05"	2442	2208558	110.6
	"1996"	"1996"	"California"	"06"	24594	26669801	92.2
	"1996"	"1996"	"Colorado"	"08"	2982	3365657	88.6
	"1996"	"1996"	"Connecticut"	"09"	2764	2866117	96.4
	"1996"	"1996"	"Delaware"	"10"	569	637297	89.3
	"1996"	"1996"	"District of Columbia"	"11"	449	497273	90.3
	"1996"	"1996"	"Florida"	"12"	13636	12920009	105.5
	"1996"	"1996"	"Georgia"	"13"	5470	6384914	85.7
	"1996"	"1996"	"Hawaii"	"15"	710	1026728	69.2
	"1996"	"1996"	"Idaho"	"16"	908	1018696	89.1
	"1996"	"1996"	"Illinois"	"17"	9663	10303315	93.8
	"1996"	"1996"	"Indiana"	"18"	5052	5078587	99.5
	"1996"	"1996"	"Iowa"	"19"	2833	2497489	113.4
	"1996"	"1996"	"Kansas"	"20"	2348	2240363	104.8
	"1996"	"1996"	"Kentucky"	"21"	3795	3388448	112.0
