"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"California"	"06"	22153	31306272	70.8
	"2007"	"2007"	"Colorado"	"08"	3239	4141059	78.2
	"2007"	"2007"	"Connecticut"	"09"	2924	3096288	94.4
	"2007"	"2007"	"Delaware"	"10"	629	761602	82.6
	"2007"	"2007"	"District of Columbia"	"11"	277	517439	53.5
	"2007"	"2007"	"Florida"	"12"	14164	16224211	87.3
	"2007"	"2007"	"Georgia"	"13"	6318	7992114	79.1
	"2007"	"2007"	"Hawaii"	"15"	778	1153110	67.5
	"2007"	"2007"	"Idaho"	"16"	1092	1272963	85.8
	"2007"	"2007"	"Illinois"	"17"	9278	10995343	84.4
	"2007"	"2007"	"Indiana"	"18"	5439	5505793	98.8
	"2007"	"2007"	"Iowa"	"19"	3006	2607354	115.3
	"2007"	"2007"	"Kansas"	"20"	2638	2392194	110.3
	"2007"	"2007"	"Kentucky"	"21"	4417	3702098	119.3
	"2007"	"2007"	"Louisiana"	"22"	3272	3780655	86.5
	"2007"	"2007"	"Maine"	"23"	1266	1180628	107.2
	"2007"	"2007"	"Maryland"	"24"	3722	4929567	75.5
	"2007"	"2007"	"Massachusetts"	"25"	5130	5677879	90.4
	"2007"	"2007"	"Michigan"	"26"	7679	8713105	88.1
	"2007"	"2007"	"Minnesota"	"27"	3068	4511233	68.0
	"2007"	"2007"	"Mississippi"	"28"	2518	2515605	100.1
	"2007"	"2007"	"Missouri"	"29"	5480	5117347	107.1
	"2007"	"2007"	"Montana"	"30"	984	846409	116.3
	"2007"	"2007"	"Nebraska"	"31"	1579	1533556	103.0
	"2007"	"2007"	"Nevada"	"32"	1751	2238159	78.2
	"2007"	"2007"	"New Hampshire"	"33"	1006	1159878	86.7
	"2007"	"2007"	"New Jersey"	"34"	5733	7568221	75.8
	"2007"	"2007"	"New Mexico"	"35"	1483	1714224	86.5
	"2007"	"2007"	"New York"	"36"	13173	16820431	78.3
	"2007"	"2007"	"North Carolina"	"37"	7549	7894162	95.6
	"2007"	"2007"	"North Dakota"	"38"	500	573495	87.2
	"2007"	"2007"	"Ohio"	"39"	10222	10017408	102.0
	"2007"	"2007"	"Oklahoma"	"40"	3758	3133377	119.9
	"2007"	"2007"	"Oregon"	"41"	2945	3257991	90.4
	"2007"	"2007"	"Pennsylvania"	"42"	11515	11091001	103.8
	"2007"	"2007"	"Rhode Island"	"44"	848	935956	90.6
	"2007"	"2007"	"South Carolina"	"45"	3515	3866512	90.9
	"2007"	"2007"	"South Dakota"	"46"	745	682292	109.2
	"2007"	"2007"	"Tennessee"	"47"	5719	5370016	106.5
	"2007"	"2007"	"Texas"	"48"	14324	20170892	71.0
	"2007"	"2007"	"Utah"	"49"	1202	2118406	56.7
	"2007"	"2007"	"Vermont"	"50"	477	556102	85.8
	"2007"	"2007"	"Virginia"	"51"	5397	6756053	79.9
	"2007"	"2007"	"Washington"	"53"	4438	5627751	78.9
	"2007"	"2007"	"West Virginia"	"54"	2207	1625444	135.8
	"2007"	"2007"	"Wisconsin"	"55"	4298	4894058	87.8
	"2007"	"2007"	"Wyoming"	"56"	487	463935	105.0
"Total"	"2007"	"2007"			226223	261390634	86.5
	"2008"	"2008"	"Alabama"	"01"	4577	4106682	111.5
	"2008"	"2008"	"Alaska"	"02"	273	588104	46.4
	"2008"	"2008"	"Arizona"	"04"	4741	5366380	88.3
	"2008"	"2008"	"Arkansas"	"05"	3280	2484617	132.0
	"2008"	"2008"	"California"	"06"	23223	31619836	73.4
	"2008"	"2008"	"Colorado"	"08"	3509	4213759	83.3
	"2008"	"2008"	"Connecticut"	"09"	2904	3116659	93.2
	"2008"	"2008"	"Delaware"	"10"	737	772358	95.4
	"2008"	"2008"	"District of Columbia"	"11"	290	522814	55.5
	"2008"	"2008"	"Florida"	"12"	15191	16375948	92.8
	"2008"	"2008"	"Georgia"	"13"	6665	8127036	82.0
	"2008"	"2008"	"Hawaii"	"15"	826	1166685	70.8
	"2008"	"2008"	"Idaho"	"16"	1109	1295735	85.6
	"2008"	"2008"	"Illinois"	"17"	10324	11047833	93.4
	"2008"	"2008"	"Indiana"	"18"	6396	5545734	115.3
	"2008"	"2008"	"Iowa"	"19"	3251	2619711	124.1
	"2008"	"2008"	"Kansas"	"20"	2870	2410276	119.1
	"2008"	"2008"	"Kentucky"	"21"	4761	3728381	127.7
	"2008"	"2008"	"Louisiana"	"22"	3590	3826914	93.8
	"2008"	"2008"	"Maine"	"23"	1349	1184343	113.9
	"2008"	"2008"	"Maryland"	"24"	3808	4958779	76.8
	"2008"	"2008"	"Massachusetts"	"25"	5479	5715710	95.9
	"2008"	"2008"	"Michigan"	"26"	8482	8680714	97.7
	"2008"	"2008"	"Minnesota"	"27"	3604	4544508	79.3
	"2008"	"2008"	"Mississippi"	"28"	2729	2531291	107.8
	"2008"	"2008"	"Missouri"	"29"	6245	5148997	121.3
	"2008"	"2008"	"Montana"	"30"	1028	855732	120.1
	"2008"	"2008"	"Nebraska"	"31"	1709	1542274	110.8
	"2008"	"2008"	"Nevada"	"32"	2024	2283847	88.6
	"2008"	"2008"	"New Hampshire"	"33"	1092	1164973	93.7
	"2008"	"2008"	"New Jersey"	"34"	6152	7604226	80.9
	"2008"	"2008"	"New Mexico"	"35"	1621	1730128	93.7
	"2008"	"2008"	"New York"	"36"	13671	16898232	80.9
	"2008"	"2008"	"North Carolina"	"37"	7960	8059208	98.8
	"2008"	"2008"	"North Dakota"	"38"	617	576812	107.0
	"2008"	"2008"	"Ohio"	"39"	11134	10035925	110.9
	"2008"	"2008"	"Oklahoma"	"40"	4200	3161107	132.9
	"2008"	"2008"	"Oregon"	"41"	3019	3298178	91.5
	"2008"	"2008"	"Pennsylvania"	"42"	12493	11133262	112.2
	"2008"	"2008"	"Rhode Island"	"44"	935	934948	100.0
	"2008"	"2008"	"South Carolina"	"45"	3791	3938880	96.2
	"2008"	"2008"	"South Dakota"	"46"	806	687736	117.2
	"2008"	"2008"	"Tennessee"	"47"	6146	5430299	113.2
	"2008"	"2008"	"Texas"	"48"	15619	20567593	75.9
	"2008"	"2008"	"Utah"	"49"	1230	2168444	56.7
	"2008"	"2008"	"Vermont"	"50"	501	556874	90.0
	"2008"	"2008"	"Virginia"	"51"	5814	6828876	85.1
	"2008"	"2008"	"Washington"	"53"	4686	5715031	82.0
	"2008"	"2008"	"West Virginia"	"54"	2551	1629917	156.5
	"2008"	"2008"	"Wisconsin"	"55"	4533	4918437	92.2
	"2008"	"2008"	"Wyoming"	"56"	520	472494	110.1
"Total"	"2008"	"2008"			244065	263893237	92.5
	"2009"	"2009"	"Alabama"	"01"	4687	4144662	113.1
	"2009"	"2009"	"Alaska"	"02"	301	595703	50.5
	"2009"	"2009"	"Arizona"	"04"	4730	5432742	87.1
	"2009"	"2009"	"Arkansas"	"05"	3040	2503755	121.4
	"2009"	"2009"	"California"	"06"	22523	31951041	70.5
	"2009"	"2009"	"Colorado"	"08"	3376	4285641	78.8
	"2009"	"2009"	"Connecticut"	"09"	2911	3135706	92.8
	"2009"	"2009"	"Delaware"	"10"	712	779387	91.4
	"2009"	"2009"	"District of Columbia"	"11"	271	533416	50.8
	"2009"	"2009"	"Florida"	"12"	15351	16504896	93.0
	"2009"	"2009"	"Georgia"	"13"	6905	8239677	83.8
	"2009"	"2009"	"Hawaii"	"15"	860	1177618	73.0
	"2009"	"2009"	"Idaho"	"16"	1163	1313024	88.6
	"2009"	"2009"	"Illinois"	"17"	9754	11099143	87.9
	"2009"	"2009"	"Indiana"	"18"	6058	5579798	108.6
	"2009"	"2009"	"Iowa"	"19"	3100	2632302	117.8
	"2009"	"2009"	"Kansas"	"20"	2635	2429293	108.5
	"2009"	"2009"	"Kentucky"	"21"	4747	3753904	126.5
	"2009"	"2009"	"Louisiana"	"22"	3514	3875016	90.7
	"2009"	"2009"	"Maine"	"23"	1388	1184975	117.1
	"2009"	"2009"	"Maryland"	"24"	3782	5002074	75.6
	"2009"	"2009"	"Massachusetts"	"25"	5135	5764165	89.1
	"2009"	"2009"	"Michigan"	"26"	8117	8655742	93.8
	"2009"	"2009"	"Minnesota"	"27"	3266	4573123	71.4
	"2009"	"2009"	"Mississippi"	"28"	2709	2541079	106.6
	"2009"	"2009"	"Missouri"	"29"	5769	5183156	111.3
	"2009"	"2009"	"Montana"	"30"	940	861893	109.1
	"2009"	"2009"	"Nebraska"	"31"	1574	1555023	101.2
	"2009"	"2009"	"Nevada"	"32"	2064	2312972	89.2
	"2009"	"2009"	"New Hampshire"	"33"	1051	1167345	90.0
	"2009"	"2009"	"New Jersey"	"34"	5919	7648854	77.4
	"2009"	"2009"	"New Mexico"	"35"	1583	1751013	90.4
	"2009"	"2009"	"New York"	"36"	13516	16988008	79.6
	"2009"	"2009"	"North Carolina"	"37"	7746	8185203	94.6
	"2009"	"2009"	"North Dakota"	"38"	609	582094	104.6
	"2009"	"2009"	"Ohio"	"39"	10786	10053911	107.3
	"2009"	"2009"	"Oklahoma"	"40"	3973	3199974	124.2
	"2009"	"2009"	"Oregon"	"41"	3021	3334992	90.6
	"2009"	"2009"	"Pennsylvania"	"42"	11890	11183847	106.3
	"2009"	"2009"	"Rhode Island"	"44"	889	935116	95.1
	"2009"	"2009"	"South Carolina"	"45"	3890	3992962	97.4
	"2009"	"2009"	"South Dakota"	"46"	691	693735	99.6
	"2009"	"2009"	"Tennessee"	"47"	5989	5487172	109.1
	"2009"	"2009"	"Texas"	"48"	15186	20983913	72.4
	"2009"	"2009"	"Utah"	"49"	1230	2216689	55.5
	"2009"	"2009"	"Vermont"	"50"	491	558049	88.0
	"2009"	"2009"	"Virginia"	"51"	5722	6912472	82.8
	"2009"	"2009"	"Washington"	"53"	4643	5805103	80.0
	"2009"	"2009"	"West Virginia"	"54"	2416	1637040	147.6
	"2009"	"2009"	"Wisconsin"	"55"	4321	4942864	87.4
	"2009"	"2009"	"Wyoming"	"56"	536	483230	110.9
"Total"	"2009"	"2009"			237480	266344512	89.2
	"2010"	"2010"	"Alabama"	"01"	4834	4166550	116.0
	"2010"	"2010"	"Alaska"	"02"	303	605348	50.1
	"2010"	"2010"	"Arizona"	"04"	4477	5482622	81.7
	"2010"	"2010"	"Arkansas"	"05"	2946	2521352	116.8
	"2010"	"2010"	"California"	"06"	22250	32216784	69.1
	"2010"	"2010"	"Colorado"	"08"	3428	4336633	79.0
	"2010"	"2010"	"Connecticut"	"09"	2580	3149420	81.9
	"2010"	"2010"	"Delaware"	"10"	710	785562	90.4
	"2010"	"2010"	"District of Columbia"	"11"	297	542963	54.7
	"2010"	"2010"	"Florida"	"12"	15495	16647549	93.1
	"2010"	"2010"	"Georgia"	"13"	7108	8305707	85.6
	"2010"	"2010"	"Hawaii"	"15"	839	1189533	70.5
	"2010"	"2010"	"Idaho"	"16"	1160	1324615	87.6
	"2010"	"2010"	"Illinois"	"17"	9538	11135650	85.7
	"2010"	"2010"	"Indiana"	"18"	6223	5604906	111.0
	"2010"	"2010"	"Iowa"	"19"	2795	2643586	105.7
	"2010"	"2010"	"Kansas"	"20"	2631	2445179	107.6
	"2010"	"2010"	"Kentucky"	"21"	4623	3774112	122.5
	"2010"	"2010"	"Louisiana"	"22"	3612	3912750	92.3
	"2010"	"2010"	"Maine"	"23"	1315	1184725	111.0
	"2010"	"2010"	"Maryland"	"24"	3709	5042196	73.6
	"2010"	"2010"	"Massachusetts"	"25"	4911	5794855	84.7
	"2010"	"2010"	"Michigan"	"26"	8119	8649570	93.9
	"2010"	"2010"	"Minnesota"	"27"	3370	4592885	73.4
	"2010"	"2010"	"Mississippi"	"28"	2843	2550669	111.5
	"2010"	"2010"	"Missouri"	"29"	5874	5208227	112.8
	"2010"	"2010"	"Montana"	"30"	974	866227	112.4
	"2010"	"2010"	"Nebraska"	"31"	1595	1565505	101.9
	"2010"	"2010"	"Nevada"	"32"	1937	2329996	83.1
	"2010"	"2010"	"New Hampshire"	"33"	1023	1168908	87.5
	"2010"	"2010"	"New Jersey"	"34"	5799	7686124	75.4
	"2010"	"2010"	"New Mexico"	"35"	1603	1770890	90.5
	"2010"	"2010"	"New York"	"36"	13797	17058325	80.9
	"2010"	"2010"	"North Carolina"	"37"	7869	8267498	95.2
	"2010"	"2010"	"North Dakota"	"38"	623	587920	106.0
	"2010"	"2010"	"Ohio"	"39"	10813	10067759	107.4
	"2010"	"2010"	"Oklahoma"	"40"	4078	3227889	126.3
	"2010"	"2010"	"Oregon"	"41"	2945	3356304	87.7
	"2010"	"2010"	"Pennsylvania"	"42"	11376	11219206	101.4
	"2010"	"2010"	"Rhode Island"	"44"	911	934679	97.5
	"2010"	"2010"	"South Carolina"	"45"	3894	4027214	96.7
	"2010"	"2010"	"South Dakota"	"46"	728	699028	104.1
	"2010"	"2010"	"Tennessee"	"47"	6042	5526111	109.3
	"2010"	"2010"	"Texas"	"48"	15458	21288854	72.6
	"2010"	"2010"	"Utah"	"49"	1339	2250389	59.5
	"2010"	"2010"	"Vermont"	"50"	487	559135	87.1
	"2010"	"2010"	"Virginia"	"51"	5573	6979550	79.8
	"2010"	"2010"	"Washington"	"53"	4323	5855006	73.8
	"2010"	"2010"	"West Virginia"	"54"	2430	1642918	147.9
	"2010"	"2010"	"Wisconsin"	"55"	4268	4959926	86.0
	"2010"	"2010"	"Wyoming"	"56"	557	486210	114.6
"Total"	"2010"	"2010"			236432	268195519	88.2
	"2011"	"2011"	"Alabama"	"01"	4923	4191974	117.4
	"2011"	"2011"	"Alaska"	"02"	317	616094	51.5
	"2011"	"2011"	"Arizona"	"04"	4648	5573203	83.4
	"2011"	"2011"	"Arkansas"	"05"	3274	2545963	128.6
	"2011"	"2011"	"California"	"06"	23211	32628856	71.1
	"2011"	"2011"	"Colorado"	"08"	3442	4425273	77.8
	"2011"	"2011"	"Connecticut"	"09"	2994	3172265	94.4
	"2011"	"2011"	"Delaware"	"10"	757	795640	95.1
	"2011"	"2011"	"District of Columbia"	"11"	310	557648	55.6
	"2011"	"2011"	"Florida"	"12"	15683	16941111	92.6
	"2011"	"2011"	"Georgia"	"13"	6894	8437360	81.7
	"2011"	"2011"	"Hawaii"	"15"	910	1204168	75.6
	"2011"	"2011"	"Idaho"	"16"	1278	1343295	95.1
	"2011"	"2011"	"Illinois"	"17"	10015	11184836	89.5
	"2011"	"2011"	"Indiana"	"18"	6388	5645589	113.2
	"2011"	"2011"	"Iowa"	"19"	3073	2663912	115.4
	"2011"	"2011"	"Kansas"	"20"	2784	2462148	113.1
	"2011"	"2011"	"Kentucky"	"21"	4966	3805562	130.5
	"2011"	"2011"	"Louisiana"	"22"	3562	3954864	90.1
	"2011"	"2011"	"Maine"	"23"	1435	1187184	120.9
	"2011"	"2011"	"Maryland"	"24"	3864	5109332	75.6
	"2011"	"2011"	"Massachusetts"	"25"	5407	5861980	92.2
	"2011"	"2011"	"Michigan"	"26"	8560	8665761	98.8
	"2011"	"2011"	"Minnesota"	"27"	3693	4638122	79.6
	"2011"	"2011"	"Mississippi"	"28"	2910	2565998	113.4
	"2011"	"2011"	"Missouri"	"29"	5869	5235307	112.1
	"2011"	"2011"	"Montana"	"30"	1010	874392	115.5
	"2011"	"2011"	"Nebraska"	"31"	1746	1580381	110.5
	"2011"	"2011"	"Nevada"	"32"	2032	2352530	86.4
	"2011"	"2011"	"New Hampshire"	"33"	1094	1174151	93.2
	"2011"	"2011"	"New Jersey"	"34"	6221	7740504	80.4
	"2011"	"2011"	"New Mexico"	"35"	1655	1789896	92.5
	"2011"	"2011"	"New York"	"36"	14397	17192228	83.7
	"2011"	"2011"	"North Carolina"	"37"	8283	8388770	98.7
	"2011"	"2011"	"North Dakota"	"38"	610	597795	102.0
	"2011"	"2011"	"Ohio"	"39"	11648	10098029	115.3
	"2011"	"2011"	"Oklahoma"	"40"	4100	3259289	125.8
	"2011"	"2011"	"Oregon"	"41"	3008	3394883	88.6
	"2011"	"2011"	"Pennsylvania"	"42"	12514	11269310	111.0
	"2011"	"2011"	"Rhode Island"	"44"	939	936009	100.3
	"2011"	"2011"	"South Carolina"	"45"	4072	4077235	99.9
	"2011"	"2011"	"South Dakota"	"46"	791	707499	111.8
	"2011"	"2011"	"Tennessee"	"47"	6369	5581931	114.1
	"2011"	"2011"	"Texas"	"48"	15550	21761063	71.5
	"2011"	"2011"	"Utah"	"49"	1348	2299948	58.6
	"2011"	"2011"	"Vermont"	"50"	521	560999	92.9
	"2011"	"2011"	"Virginia"	"51"	6017	7082978	85.0
	"2011"	"2011"	"Washington"	"53"	4972	5944507	83.6
	"2011"	"2011"	"West Virginia"	"54"	2496	1645742	151.7
	"2011"	"2011"	"Wisconsin"	"55"	4598	4989027	92.2
	"2011"	"2011"	"Wyoming"	"56"	536	489913	109.4
"Total"	"2011"	"2011"			247694	271202454	91.3
	"2012"	"2012"	"Alabama"	"01"	5046	4211287	119.8
	"2012"	"2012"	"Alaska"	"02"	294	624117	47.1
	"2012"	"2012"	"Arizona"	"04"	4645	5656681	82.1
	"2012"	"2012"	"Arkansas"	"05"	3171	2556807	124.0
	"2012"	"2012"	"California"	"06"	22605	32955562	68.6
	"2012"	"2012"	"Colorado"	"08"	3446	4497349	76.6
	"2012"	"2012"	"Connecticut"	"09"	2845	3181632	89.4
	"2012"	"2012"	"Delaware"	"10"	691	804237	85.9
	"2012"	"2012"	"District of Columbia"	"11"	268	568501	47.1
	"2012"	"2012"	"Florida"	"12"	15977	17171247	93.0
	"2012"	"2012"	"Georgia"	"13"	7043	8543597	82.4
	"2012"	"2012"	"Hawaii"	"15"	952	1215540	78.3
	"2012"	"2012"	"Idaho"	"16"	1208	1356954	89.0
	"2012"	"2012"	"Illinois"	"17"	9889	11210978	88.2
	"2012"	"2012"	"Indiana"	"18"	6358	5671600	112.1
	"2012"	"2012"	"Iowa"	"19"	3090	2675211	115.5
	"2012"	"2012"	"Kansas"	"20"	2788	2477519	112.5
	"2012"	"2012"	"Kentucky"	"21"	4934	3822335	129.1
	"2012"	"2012"	"Louisiana"	"22"	3740	3981675	93.9
	"2012"	"2012"	"Maine"	"23"	1330	1189327	111.8
	"2012"	"2012"	"Maryland"	"24"	3737	5152540	72.5
	"2012"	"2012"	"Massachusetts"	"25"	5141	5910041	87.0
	"2012"	"2012"	"Michigan"	"26"	8426	8689108	97.0
	"2012"	"2012"	"Minnesota"	"27"	3516	4669688	75.3
	"2012"	"2012"	"Mississippi"	"28"	2882	2575117	111.9
	"2012"	"2012"	"Missouri"	"29"	6116	5253518	116.4
	"2012"	"2012"	"Montana"	"30"	961	881333	109.0
	"2012"	"2012"	"Nebraska"	"31"	1693	1592690	106.3
	"2012"	"2012"	"Nevada"	"32"	2200	2388233	92.1
	"2012"	"2012"	"New Hampshire"	"33"	1087	1179872	92.1
	"2012"	"2012"	"New Jersey"	"34"	6353	7777532	81.7
	"2012"	"2012"	"New Mexico"	"35"	1547	1798728	86.0
	"2012"	"2012"	"New York"	"36"	14045	17274356	81.3
	"2012"	"2012"	"North Carolina"	"37"	8566	8488117	100.9
	"2012"	"2012"	"North Dakota"	"38"	597	610336	97.8
	"2012"	"2012"	"Ohio"	"39"	11612	10115760	114.8
	"2012"	"2012"	"Oklahoma"	"40"	3755	3287360	114.2
	"2012"	"2012"	"Oregon"	"41"	2808	3426990	81.9
	"2012"	"2012"	"Pennsylvania"	"42"	11743	11301536	103.9
	"2012"	"2012"	"Rhode Island"	"44"	841	937769	89.7
	"2012"	"2012"	"South Carolina"	"45"	4101	4124459	99.4
	"2012"	"2012"	"South Dakota"	"46"	816	716104	113.9
	"2012"	"2012"	"Tennessee"	"47"	6345	5636373	112.6
	"2012"	"2012"	"Texas"	"48"	16164	22159786	72.9
	"2012"	"2012"	"Utah"	"49"	1340	2339829	57.3
	"2012"	"2012"	"Vermont"	"50"	563	561356	100.3
	"2012"	"2012"	"Virginia"	"51"	5886	7159828	82.2
	"2012"	"2012"	"Washington"	"53"	4854	6011189	80.7
	"2012"	"2012"	"West Virginia"	"54"	2453	1647135	148.9
	"2012"	"2012"	"Wisconsin"	"55"	4410	5009711	88.0
	"2012"	"2012"	"Wyoming"	"56"	519	498370	104.1
"Total"	"2012"	"2012"			245397	273546920	89.7
	"2013"	"2013"	"Alabama"	"01"	5149	4228162	121.8
	"2013"	"2013"	"Alaska"	"02"	321	629557	51.0
	"2013"	"2013"	"Arizona"	"04"	4905	5733620	85.5
	"2013"	"2013"	"Arkansas"	"05"	3462	2566691	134.9
	"2013"	"2013"	"California"	"06"	24223	33276431	72.8
	"2013"	"2013"	"Colorado"	"08"	3663	4576574	80.0
	"2013"	"2013"	"Connecticut"	"09"	2906	3190342	91.1
	"2013"	"2013"	"Delaware"	"10"	781	812937	96.1
	"2013"	"2013"	"District of Columbia"	"11"	307	578314	53.1
	"2013"	"2013"	"Florida"	"12"	17217	17395134	99.0
	"2013"	"2013"	"Georgia"	"13"	7532	8619528	87.4
	"2013"	"2013"	"Hawaii"	"15"	1006	1228276	81.9
	"2013"	"2013"	"Idaho"	"16"	1325	1374254	96.4
	"2013"	"2013"	"Illinois"	"17"	10170	11238425	90.5
	"2013"	"2013"	"Indiana"	"18"	6814	5704547	119.4
	"2013"	"2013"	"Iowa"	"19"	3338	2690212	124.1
	"2013"	"2013"	"Kansas"	"20"	2937	2487392	118.1
	"2013"	"2013"	"Kentucky"	"21"	5192	3839295	135.2
	"2013"	"2013"	"Louisiana"	"22"	4074	4004334	101.7
	"2013"	"2013"	"Maine"	"23"	1487	1190951	124.9
	"2013"	"2013"	"Maryland"	"24"	4024	5191936	77.5
	"2013"	"2013"	"Massachusetts"	"25"	5342	5961343	89.6
	"2013"	"2013"	"Michigan"	"26"	9124	8710102	104.8
	"2013"	"2013"	"Minnesota"	"27"	3909	4706705	83.1
	"2013"	"2013"	"Mississippi"	"28"	3236	2584359	125.2
	"2013"	"2013"	"Missouri"	"29"	6462	5273731	122.5
	"2013"	"2013"	"Montana"	"30"	1060	889451	119.2
	"2013"	"2013"	"Nebraska"	"31"	1698	1604809	105.8
	"2013"	"2013"	"Nevada"	"32"	2338	2421383	96.6
	"2013"	"2013"	"New Hampshire"	"33"	1142	1183631	96.5
	"2013"	"2013"	"New Jersey"	"34"	6715	7810603	86.0
	"2013"	"2013"	"New Mexico"	"35"	1719	1803219	95.3
	"2013"	"2013"	"New York"	"36"	14557	17345327	83.9
	"2013"	"2013"	"North Carolina"	"37"	8735	8587364	101.7
	"2013"	"2013"	"North Dakota"	"38"	616	627678	98.1
	"2013"	"2013"	"Ohio"	"39"	11756	10140828	115.9
	"2013"	"2013"	"Oklahoma"	"40"	4080	3317617	123.0
	"2013"	"2013"	"Oregon"	"41"	3123	3454729	90.4
	"2013"	"2013"	"Pennsylvania"	"42"	12693	11318495	112.1
	"2013"	"2013"	"Rhode Island"	"44"	838	939128	89.2
	"2013"	"2013"	"South Carolina"	"45"	4511	4171695	108.1
	"2013"	"2013"	"South Dakota"	"46"	748	724690	103.2
	"2013"	"2013"	"Tennessee"	"47"	6763	5676023	119.2
	"2013"	"2013"	"Texas"	"48"	16848	22534283	74.8
	"2013"	"2013"	"Utah"	"49"	1497	2386090	62.7
	"2013"	"2013"	"Vermont"	"50"	541	562809	96.1
	"2013"	"2013"	"Virginia"	"51"	6232	7227946	86.2
	"2013"	"2013"	"Washington"	"53"	4941	6077743	81.3
	"2013"	"2013"	"West Virginia"	"54"	2551	1644414	155.1
	"2013"	"2013"	"Wisconsin"	"55"	4862	5031411	96.6
	"2013"	"2013"	"Wyoming"	"56"	598	503743	118.7
"Total"	"2013"	"2013"			260068	275778261	94.3
	"2014"	"2014"	"Alabama"	"01"	5212	4243722	122.8
	"2014"	"2014"	"Alaska"	"02"	321	629801	51.0
	"2014"	"2014"	"Arizona"	"04"	4971	5828415	85.3
	"2014"	"2014"	"Arkansas"	"05"	3422	2576729	132.8
	"2014"	"2014"	"California"	"06"	22616	33625515	67.3
	"2014"	"2014"	"Colorado"	"08"	3934	4659944	84.4
	"2014"	"2014"	"Connecticut"	"09"	2947	3193115	92.3
	"2014"	"2014"	"Delaware"	"10"	790	822744	96.0
	"2014"	"2014"	"District of Columbia"	"11"	280	585317	47.8
	"2014"	"2014"	"Florida"	"12"	17140	17675210	97.0
	"2014"	"2014"	"Georgia"	"13"	7677	8724082	88.0
	"2014"	"2014"	"Hawaii"	"15"	999	1237786	80.7
	"2014"	"2014"	"Idaho"	"16"	1306	1396073	93.5
	"2014"	"2014"	"Illinois"	"17"	10440	11247661	92.8
	"2014"	"2014"	"Indiana"	"18"	6461	5734182	112.7
	"2014"	"2014"	"Iowa"	"19"	3116	2705382	115.2
	"2014"	"2014"	"Kansas"	"20"	2909	2496907	116.5
	"2014"	"2014"	"Kentucky"	"21"	5319	3854210	138.0
	"2014"	"2014"	"Louisiana"	"22"	4104	4024647	102.0
	"2014"	"2014"	"Maine"	"23"	1460	1194146	122.3
	"2014"	"2014"	"Maryland"	"24"	3824	5223988	73.2
	"2014"	"2014"	"Massachusetts"	"25"	5254	6008770	87.4
	"2014"	"2014"	"Michigan"	"26"	8948	8735984	102.4
	"2014"	"2014"	"Minnesota"	"27"	3693	4741479	77.9
	"2014"	"2014"	"Mississippi"	"28"	3200	2589617	123.6
	"2014"	"2014"	"Missouri"	"29"	6475	5295109	122.3
	"2014"	"2014"	"Montana"	"30"	1062	897143	118.4
	"2014"	"2014"	"Nebraska"	"31"	1783	1616943	110.3
	"2014"	"2014"	"Nevada"	"32"	2516	2465897	102.0
	"2014"	"2014"	"New Hampshire"	"33"	1126	1191793	94.5
	"2014"	"2014"	"New Jersey"	"34"	6388	7843259	81.4
	"2014"	"2014"	"New Mexico"	"35"	1817	1805591	100.6
	"2014"	"2014"	"New York"	"36"	14250	17397721	81.9
	"2014"	"2014"	"North Carolina"	"37"	8790	8684596	101.2
	"2014"	"2014"	"North Dakota"	"38"	651	639706	101.8
	"2014"	"2014"	"Ohio"	"39"	11706	10170345	115.1
	"2014"	"2014"	"Oklahoma"	"40"	4144	3341618	124.0
	"2014"	"2014"	"Oregon"	"41"	3039	3496192	86.9
	"2014"	"2014"	"Pennsylvania"	"42"	12067	11334535	106.5
	"2014"	"2014"	"Rhode Island"	"44"	872	941990	92.6
	"2014"	"2014"	"South Carolina"	"45"	4497	4230271	106.3
	"2014"	"2014"	"South Dakota"	"46"	778	731527	106.4
	"2014"	"2014"	"Tennessee"	"47"	6900	5725296	120.5
	"2014"	"2014"	"Texas"	"48"	17173	22967059	74.8
	"2014"	"2014"	"Utah"	"49"	1471	2426757	60.6
	"2014"	"2014"	"Vermont"	"50"	521	563281	92.5
	"2014"	"2014"	"Virginia"	"51"	6148	7284803	84.4
	"2014"	"2014"	"Washington"	"53"	4903	6159156	79.6
	"2014"	"2014"	"West Virginia"	"54"	2518	1640748	153.5
	"2014"	"2014"	"Wisconsin"	"55"	4825	5052807	95.5
	"2014"	"2014"	"Wyoming"	"56"	572	504525	113.4
"Total"	"2014"	"2014"			257335	278164094	92.5
	"2015"	"2015"	"Alabama"	"01"	5571	4255569	130.9
	"2015"	"2015"	"Alaska"	"02"	320	630773	50.7
	"2015"	"2015"	"Arizona"	"04"	5325	5926020	89.9
	"2015"	"2015"	"Arkansas"	"05"	3513	2589229	135.7
	"2015"	"2015"	"California"	"06"	24138	33948225	71.1
	"2015"	"2015"	"Colorado"	"08"	4090	4757250	86.0
	"2015"	"2015"	"Connecticut"	"09"	2974	3192188	93.2
	"2015"	"2015"	"Delaware"	"10"	871	832188	104.7
	"2015"	"2015"	"District of Columbia"	"11"	340	594080	57.2
	"2015"	"2015"	"Florida"	"12"	17881	18002490	99.3
	"2015"	"2015"	"Georgia"	"13"	8019	8836416	90.7
	"2015"	"2015"	"Hawaii"	"15"	1144	1245981	91.8
